recv,a_score,v_score,mid_aurora,fair_a,gap
1789920236.293187,0,3,,0.215,
1789920237.346242,0,3,0.24,0.215,0.025
1789920237.384821,0,3,,0.215,
1789920245.072402,0,3,0.225,0.215,0.01
1789920245.072913,0,3,,0.215,
1789920245.074431,0,3,0.225,0.215,0.01
1789920245.074941,0,3,,0.215,
1789920248.068733,0,3,0.2,0.215,-0.015
1789920248.069239,0,3,,0.215,
1789920251.073444,0,3,0.2,0.215,-0.015
1789920258.071715,0,3,0.2,0.215,-0.015
1789920258.072226,0,3,,0.215,
1789920271.068362,0,3,0.19,0.215,-0.025
1789920271.068865,0,3,,0.215,
1789920285.073339,0,3,0.18,0.215,-0.035
1789920285.073844,0,3,,0.215,
1789920285.077378,0,3,0.18,0.215,-0.035
1789920285.078391,0,3,,0.215,
1789920290.069793,0,3,0.19,0.215,-0.025
1789920290.070295,0,3,,0.215,
1789920290.073815,0,3,0.19,0.215,-0.025
1789920293.073491,0,3,0.16999999999999998,0.215,-0.045
1789920297.07849,0,3,0.21,0.215,-0.005
1789920297.078994,0,3,,0.215,
1789920301.076469,0,3,0.235,0.215,0.02
1789920301.076973,0,3,,0.215,
1789920304.069794,0,3,0.245,0.215,0.03
1789920304.070297,0,3,,0.215,
1789920321.070706,0,3,0.26,0.215,0.045
1789920321.07121,0,3,,0.215,
1789920321.073733,0,3,0.26,0.215,0.045
1789920321.074236,0,3,,0.215,
1789920342.071709,0,3,0.245,0.215,0.03
1789920345.070057,1,3,0.245,0.264,-0.019
1789920345.071105,1,3,,0.264,
1789920352.069272,1,3,0.255,0.264,-0.009
1789920357.114382,1,3,0.265,0.264,0.001
1789920357.115402,1,3,,0.264,
1789920359.069629,1,3,0.265,0.264,0.001
1789920360.068501,1,3,0.265,0.264,0.001
1789920360.069013,1,3,,0.264,
1789920370.069833,1,3,0.26,0.264,-0.004
1789920370.211328,1,3,0.255,0.264,-0.009
1789920370.226044,1,3,,0.264,
1789920381.069013,1,3,0.235,0.264,-0.029
1789920386.130749,1,3,0.22,0.264,-0.044
1789920386.131257,1,3,,0.264,
1789920386.149566,1,3,0.22,0.264,-0.044
1789920386.15007,1,3,,0.264,
1789920398.180104,1,3,0.21500000000000002,0.264,-0.049
1789920398.180608,1,3,,0.264,
1789920401.096782,1,3,0.22499999999999998,0.264,-0.039
1789920407.084786,1,3,0.22999999999999998,0.264,-0.034
1789920407.085289,1,3,,0.264,
1789920410.071524,1,3,0.26,0.264,-0.004
1789920410.072027,1,3,,0.264,
1789920419.068512,1,3,0.3,0.264,0.036
1789920419.069016,1,3,,0.264,
1789920430.068274,1,3,0.3,0.264,0.036
1789920430.068779,1,3,,0.264,
1789920439.114428,1,3,0.31,0.264,0.046
1789920439.114937,1,3,,0.264,
1789920445.070027,1,3,0.32,0.264,0.056
1789920445.07053,1,3,,0.264,
1789920449.098808,1,3,0.325,0.264,0.061
1789920449.099312,1,3,,0.264,
1789920458.067528,1,3,0.325,0.264,0.061
1789920458.068031,1,3,,0.264,
1789920468.069352,1,3,0.325,0.264,0.061
1789920468.069855,1,3,,0.264,
1789920477.074378,2,3,0.325,0.265,0.06
1789920477.074888,2,3,,0.265,
1789920480.069275,2,3,0.325,0.265,0.06
1789920480.070286,2,3,,0.265,
1789920481.077538,2,3,0.325,0.265,0.06
1789920497.071267,2,3,0.325,0.265,0.06
1789920497.071772,2,3,,0.265,
1789920504.067804,2,3,0.325,0.265,0.06
1789920504.092577,2,3,,0.265,
1789920508.070887,2,3,0.325,0.265,0.06
1789920508.071395,2,3,,0.265,
1789920509.069723,2,3,0.325,0.265,0.06
1789920519.069903,2,3,0.325,0.265,0.06
1789920519.070405,2,3,,0.265,
1789920519.096243,2,3,0.325,0.265,0.06
1789920522.068269,2,3,0.325,0.265,0.06
1789920522.068772,2,3,,0.265,
1789920525.068659,2,3,0.325,0.265,0.06
1789920525.072231,2,3,0.33999999999999997,0.265,0.075
1789920526.071925,2,3,0.345,0.265,0.08
1789920526.07243,2,3,,0.265,
1789920529.079783,2,3,0.355,0.265,0.09
1789920529.080286,2,3,,0.265,
1789920536.071557,2,3,0.355,0.265,0.09
1789920536.072059,2,3,,0.265,
1789920538.068735,2,3,0.355,0.265,0.09
1789920538.069238,2,3,,0.265,
1789920545.070605,2,3,0.355,0.265,0.09
1789920545.071108,2,3,,0.265,
1789920545.072617,2,3,0.355,0.265,0.09
1789920545.225167,2,3,,0.265,
1789920547.067543,2,3,0.355,0.265,0.09
1789920547.068046,2,3,,0.265,
1789920551.06802,2,3,0.355,0.265,0.09
1789920551.068525,2,3,,0.265,
