recv,a_score,v_score,mid_aurora,fair_a,gap
1789927959.052683,2,0,0.375,0.804,-0.429
1789927959.055694,2,0,0.375,0.804,-0.429
1789927976.05254,2,1,0.365,0.702,-0.337
1789927981.054694,2,1,0.33499999999999996,0.702,-0.367
1789927981.058693,2,1,0.32999999999999996,0.702,-0.372
1789927981.059691,2,1,,0.702,
1789927982.080162,2,1,0.29500000000000004,0.702,-0.407
1789927982.08167,2,1,,0.702,
1789927985.050269,2,1,0.325,0.702,-0.377
1789927985.051775,2,1,,0.702,
1789927985.05478,2,1,0.325,0.702,-0.377
1789927985.056284,2,1,,0.702,
1789927985.064814,2,1,0.325,0.702,-0.377
1789927985.066319,2,1,,0.702,
1789927987.051663,2,1,0.325,0.702,-0.377
1789927987.053168,2,1,,0.702,
1789927994.051637,2,1,0.325,0.702,-0.377
1789927997.053596,2,1,0.30500000000000005,0.702,-0.397
1789927997.056649,2,1,0.30500000000000005,0.702,-0.397
1789927997.213534,2,1,,0.702,
1789928004.051434,2,1,0.35,0.702,-0.352
1789928005.05769,2,1,0.335,0.702,-0.367
1789928005.059194,2,1,,0.702,
1789928008.058034,2,1,0.335,0.702,-0.367
1789928008.060192,2,1,0.335,0.702,-0.367
1789928012.052019,2,1,0.335,0.702,-0.367
1789928012.08177,2,1,0.335,0.702,-0.367
1789928012.215187,2,1,0.335,0.702,-0.367
1789928012.245021,2,1,0.345,0.702,-0.357
1789928012.246525,2,1,,0.702,
1789928023.081431,2,1,0.355,0.702,-0.347
1789928023.129503,2,1,,0.702,
1789928028.050508,2,1,0.41000000000000003,0.702,-0.292
1789928030.053443,2,1,0.41000000000000003,0.702,-0.292
1789928030.054949,2,1,,0.702,
1789928032.050372,2,1,0.405,0.702,-0.297
1789928034.053288,2,1,0.405,0.702,-0.297
1789928037.050676,2,1,0.36,0.702,-0.342
1789928038.220141,2,1,0.345,0.702,-0.357
1789928038.221141,2,1,,0.702,
1789928039.056337,2,1,0.315,0.702,-0.387
1789928039.057842,2,1,,0.702,
1789928039.075783,2,1,0.315,0.702,-0.387
1789928042.057142,2,1,0.31,0.702,-0.392
1789928042.059164,2,1,,0.702,
1789928046.052079,2,1,0.27,0.702,-0.432
1789928046.05359,2,1,,0.702,
1789928050.050955,2,1,0.255,0.702,-0.447
1789928053.267284,2,1,0.25,0.702,-0.452
1789928053.268791,2,1,,0.702,
1789928054.052358,2,1,0.255,0.702,-0.447
1789928058.052744,2,1,0.26,0.702,-0.442
1789928058.055757,2,1,0.26,0.702,-0.442
1789928058.056904,2,1,,0.702,
1789928074.055254,2,1,0.255,0.702,-0.447
1789928095.051615,2,2,0.255,0.635,-0.38
1789928098.051136,2,2,0.255,0.635,-0.38
1789928099.049282,2,2,0.255,0.635,-0.38
1789928099.050281,2,2,,0.635,
1789928105.051012,2,2,0.255,0.635,-0.38
1789928111.095651,2,2,0.26,0.635,-0.375
1789928111.097154,2,2,,0.635,
1789928117.051659,2,2,0.26,0.635,-0.375
1789928121.055237,2,2,0.27,0.635,-0.365
1789928122.050829,2,2,0.26,0.635,-0.375
1789928122.051333,2,2,,0.635,
1789928130.129335,2,2,0.265,0.635,-0.37
1789928130.130839,2,2,,0.635,
1789928137.054083,2,2,0.255,0.635,-0.38
1789928137.055586,2,2,,0.635,
1789928152.050424,2,2,0.26,0.635,-0.375
1789928152.05193,2,2,,0.635,
1789928153.04871,2,2,0.25,0.635,-0.385
1789928153.050215,2,2,,0.635,
1789928158.052399,2,2,0.25,0.635,-0.385
1789928175.051729,2,2,0.245,0.635,-0.39
1789928183.05403,2,2,0.245,0.635,-0.39
1789928185.050043,2,2,0.24,0.635,-0.395
1789928187.04847,2,2,0.24,0.635,-0.395
1789928201.052562,2,2,0.25,0.635,-0.385
1789928209.049981,2,2,0.265,0.635,-0.37
1789928214.052935,2,2,0.265,0.635,-0.37
1789928227.052238,2,2,0.265,0.635,-0.37
1789928232.049182,2,3,0.245,0.517,-0.272
1789928232.050687,2,3,,0.517,
1789928233.05445,2,3,0.24,0.517,-0.277
1789928235.051793,2,3,0.235,0.517,-0.282
1789928249.053464,2,3,0.22499999999999998,0.517,-0.292
1789928249.054968,2,3,,0.517,
1789928250.125129,2,3,0.21500000000000002,0.517,-0.302
1789928250.12724,2,3,,0.517,
1789928259.050686,2,3,0.22,0.517,-0.297
1789928259.052192,2,3,,0.517,
1789928261.051786,2,3,0.22499999999999998,0.517,-0.292
1789928261.052784,2,3,,0.517,
1789928285.050747,2,3,0.20500000000000002,0.517,-0.312
1789928301.060031,2,3,0.19,0.517,-0.327
1789928312.053519,2,3,0.16999999999999998,0.517,-0.347
1789928384.049319,2,3,0.16999999999999998,0.517,-0.347
