key,mtime,map,y,is_ct,side_prior,pistol_rate_gap,fk_gap,tk_gap,call_early_winrate,call_mid_winrate,call_early_alive_end,call_mid_alive_end,call_early_future_kill,call_mid_future_kill,form_gap
hltv_2389952_104340_falcons_vs_3dmax_m1_nuke,1771087171.105233,de_nuke,1,0,0.59375,0.13157894736842102,-0.021428571428571432,-0.10714285714285714,0.15320126459263383,0.05086424736292583,0.018866917689332963,-0.018400667130562876,0.0091724667675121,0.007873670334388683,0.41632512203981104
hltv_2389951_104352_vitality_vs_g2_m3_anubis,1771093388.2211227,de_anubis,0,0,0.36111111111111116,0.0,,,,,,,,,0.3204442766874608
hltv_2389951_104352_vitality_vs_g2_m3_anubis,1771093388.2211227,de_anubis,0,1,0.6388888888888888,0.0,,,,,,,,,0.3204442766874608
hltv_2389954_104361_the_mongolz_vs_pain_m2_mirage,1771096890.3104131,de_mirage,0,1,0.515625,,,,,,,,,,
hltv_2389954_104361_the_mongolz_vs_pain_m2_mirage,1771096890.3104131,de_mirage,0,0,0.484375,,,,,,,,,,
hltv_2389954_104361_the_mongolz_vs_pain_m1_nuke,1771096890.9878044,de_nuke,1,0,0.6388888888888888,-0.4910714285714286,-0.033333333333333326,0.03333333333333334,-0.018784765308840323,-0.06452595666002803,-0.10808725291311616,-0.16860209981980484,-0.061449198539216265,-0.0693832046246704,-0.7172637871986012
hltv_2389954_104361_the_mongolz_vs_pain_m1_nuke,1771096890.9878044,de_nuke,0,1,0.3611111111111111,-0.4910714285714286,-0.033333333333333326,0.03333333333333334,-0.018784765308840323,-0.06452595666002803,-0.10808725291311616,-0.16860209981980484,-0.061449198539216265,-0.0693832046246704,-0.7172637871986012
hltv_2389954_104361_the_mongolz_vs_pain_m3_dust2,1771098095.7540007,de_dust2,0,0,0.4423076923076923,-0.3238866396761133,-0.04999999999999999,0.02500000000000001,0.0036252606107189944,0.032698274162416774,0.005816086346264404,0.04687855085286868,0.005996107711683463,0.017484008428690245,-0.2803019651541585
hltv_2389954_104361_the_mongolz_vs_pain_m3_dust2,1771098095.7540007,de_dust2,0,1,0.5576923076923077,-0.3238866396761133,-0.04999999999999999,0.02500000000000001,0.0036252606107189944,0.032698274162416774,0.005816086346264404,0.04687855085286868,0.005996107711683463,0.017484008428690245,-0.2803019651541585
hltv_2389953_104363_furia_vs_b8_m2_inferno,1771100851.4503412,de_inferno,1,0,0.5681818181818181,,,,,,,,,,
hltv_2389953_104363_furia_vs_b8_m2_inferno,1771100851.4503412,de_inferno,0,1,0.4318181818181818,,,,,,,,,,
hltv_2389956_104371_3dmax_vs_astralis_m1_overpass,1771147641.8305657,de_overpass,1,0,0.5192307692307692,-0.13157894736842107,0.07428571428571429,-0.005714285714285741,-0.1964872748524381,-0.10206017288175906,-0.018202178282834103,-0.009379073795192483,0.010710520831702652,-0.010289373860882911,0.4368096517068203
hltv_2389956_104371_3dmax_vs_astralis_m1_overpass,1771147641.8305657,de_overpass,1,1,0.4807692307692308,-0.13157894736842107,0.07428571428571429,-0.005714285714285741,-0.1964872748524381,-0.10206017288175906,-0.018202178282834103,-0.009379073795192483,0.010710520831702652,-0.010289373860882911,0.4368096517068203
hltv_2389956_104371_3dmax_vs_astralis_m2_nuke,1771150211.4325378,de_nuke,1,1,0.325,0.017618040873854823,0.03333333333333334,-0.004166666666666652,0.05365711292444947,0.0710333768498464,0.08915457818214667,0.04331990763932825,0.06146118585954147,0.002707450561642677,0.449264734911323
hltv_2389956_104371_3dmax_vs_astralis_m2_nuke,1771150211.4325378,de_nuke,0,0,0.675,0.017618040873854823,0.03333333333333334,-0.004166666666666652,0.05365711292444947,0.0710333768498464,0.08915457818214667,0.04331990763932825,0.06146118585954147,0.002707450561642677,0.449264734911323
