is_ct,form_gap,pistol_rate_gap,call_early_winrate,call_mid_winrate,call_early_alive_end,call_mid_alive_end,call_early_future_kill,call_mid_future_kill,y,mtime,key,map,p_cal
1,0.3770742077145569,0.0,-0.03466140614328106,-0.14863312043797194,0.14718961240881895,0.10040534334564144,0.03821968847479401,0.028937492279552057,0,1770059408.0,hltv_2389653_103979_furia_vs_natus_vincere_m1_mirage,de_mirage,
0,0.3770742077145569,0.0,-0.03466140614328106,-0.14863312043797194,0.14718961240881895,0.10040534334564144,0.03821968847479401,0.028937492279552057,0,1770059408.0,hltv_2389653_103979_furia_vs_natus_vincere_m1_mirage,de_mirage,
0,0.4804423565163537,-0.27777777777777773,0.002074994845144118,-0.002699289634617741,0.08754443996306188,0.058003473256462545,0.052140389377520746,0.03766960910548289,1,1770063573.0,hltv_2389653_103979_furia_vs_natus_vincere_m2_inferno,de_inferno,
1,0.4804423565163537,-0.27777777777777773,0.002074994845144118,-0.002699289634617741,0.08754443996306188,0.058003473256462545,0.052140389377520746,0.03766960910548289,0,1770063573.0,hltv_2389653_103979_furia_vs_natus_vincere_m2_inferno,de_inferno,
0,-0.4402441895939015,0.0,-0.00214837279953195,-0.018567357670979112,-0.058870703152627435,-0.11862277338512905,-0.03329010725344139,-0.04946948689665659,1,1770063667.0,hltv_2389654_103977_fut_vs_astralis_m2_overpass,de_overpass,
1,-0.4402441895939015,0.0,-0.00214837279953195,-0.018567357670979112,-0.058870703152627435,-0.11862277338512905,-0.03329010725344139,-0.04946948689665659,0,1770063667.0,hltv_2389654_103977_fut_vs_astralis_m2_overpass,de_overpass,
0,0.41632512203981104,-0.1923076923076923,-0.19269149111823086,-0.26967188481480847,-0.004788991570818246,-0.006943444358043505,0.057702422919831076,-0.029261137303977724,1,1770126018.0,hltv_2389656_103994_3dmax_vs_falcons_m1_anubis,de_anubis,
1,0.41632512203981104,-0.1923076923076923,-0.19269149111823086,-0.26967188481480847,-0.004788991570818246,-0.006943444358043505,0.057702422919831076,-0.029261137303977724,1,1770126018.0,hltv_2389656_103994_3dmax_vs_falcons_m1_anubis,de_anubis,
0,0.41632512203981104,0.0892857142857143,0.0038933890506807067,0.025201271274618353,0.06904072850385035,0.036600612713445,0.031946981599914714,0.02009273133309003,0,1770129795.0,hltv_2389656_103994_3dmax_vs_falcons_m2_dust2,de_dust2,
1,0.41632512203981104,0.0892857142857143,0.0038933890506807067,0.025201271274618353,0.06904072850385035,0.036600612713445,0.031946981599914714,0.02009273133309003,1,1770129795.0,hltv_2389656_103994_3dmax_vs_falcons_m2_dust2,de_dust2,
1,0.09670523039189287,-0.10869565217391303,0.28484972672528375,0.22956968922910537,-0.0013488378231694687,-0.048425958463411134,-0.09091686164988766,-0.09583184665239047,0,1770135643.0,hltv_2389657_104002_astralis_vs_furia_m1_overpass,de_overpass,
0,0.09670523039189287,-0.10869565217391303,0.28484972672528375,0.22956968922910537,-0.0013488378231694687,-0.048425958463411134,-0.09091686164988766,-0.09583184665239047,1,1770135643.0,hltv_2389657_104002_astralis_vs_furia_m1_overpass,de_overpass,
0,-0.03205073431407572,-0.0892857142857143,-0.01876756099520982,-0.0024469609013502702,-0.05545801758954505,-0.07911388280801201,-0.04037866245482896,-0.05637913470375999,1,1770139710.0,hltv_2389657_104002_astralis_vs_furia_m2_mirage,de_mirage,
1,-0.03205073431407572,-0.0892857142857143,-0.01876756099520982,-0.0024469609013502702,-0.05545801758954505,-0.07911388280801201,-0.04037866245482896,-0.05637913470375999,1,1770139710.0,hltv_2389657_104002_astralis_vs_furia_m2_mirage,de_mirage,
1,-0.41635091575341543,0.0,-0.003647217960146776,0.021531522940061054,-0.047329495035802915,0.014409132147392978,-0.02409375872126196,-0.009127802903900306,1,1770139987.0,hltv_2389659_104003_g2_vs_spirit_m2_overpass,de_overpass,
0,-0.41635091575341543,0.0,-0.003647217960146776,0.021531522940061054,-0.047329495035802915,0.014409132147392978,-0.02409375872126196,-0.009127802903900306,0,1770139987.0,hltv_2389659_104003_g2_vs_spirit_m2_overpass,de_overpass,
1,-0.4128133593587102,0.3010033444816054,-0.1377358800907177,-0.2656182579744799,-0.03521611312867706,-0.032270979554288426,0.002460063743628338,-0.004465532738040179,0,1770154090.0,hltv_2389658_104008_vitality_vs_aurora_m2_overpass,de_overpass,
0,-0.4128133593587102,0.3010033444816054,-0.1377358800907177,-0.2656182579744799,-0.03521611312867706,-0.032270979554288426,0.002460063743628338,-0.004465532738040179,1,1770154090.0,hltv_2389658_104008_vitality_vs_aurora_m2_overpass,de_overpass,
0,0.0038453369322621056,0.1650432900432901,-0.14132877764989638,-0.028069227598007895,-0.10073826791229257,-0.017757317125748573,-0.008733722394297816,-0.01631837265055991,1,1770156369.0,hltv_2389660_104011_falcons_vs_mouz_m2_dust2,de_dust2,
1,0.0038453369322621056,0.1650432900432901,-0.14132877764989638,-0.028069227598007895,-0.10073826791229257,-0.017757317125748573,-0.008733722394297816,-0.01631837265055991,1,1770156369.0,hltv_2389660_104011_falcons_vs_mouz_m2_dust2,de_dust2,
0,0.01222741069417078,-0.0892857142857143,0.03558520050015401,0.2423360223173217,-0.016629462420553465,0.04200627592290518,-0.003535776321154205,-0.04543904771024909,1,1770395646.0,hltv_2389661_104067_furia_vs_aurora_m2_mirage,de_mirage,
1,0.01222741069417078,-0.0892857142857143,0.03558520050015401,0.2423360223173217,-0.016629462420553465,0.04200627592290518,-0.003535776321154205,-0.04543904771024909,1,1770395646.0,hltv_2389661_104067_furia_vs_aurora_m2_mirage,de_mirage,
0,0.5241295893923535,0.012626262626262597,-0.2929839607226858,-0.2167239258229659,0.03227052012910947,0.028454436463309363,0.07410013754376038,0.0497740073105048,0,1770497948.0,hltv_2389664_104113_vitality_vs_mouz_m2_dust2,de_dust2,
1,0.5241295893923535,0.012626262626262597,-0.2929839607226858,-0.2167239258229659,0.03227052012910947,0.028454436463309363,0.07410013754376038,0.0497740073105048,1,1770497948.0,hltv_2389664_104113_vitality_vs_mouz_m2_dust2,de_dust2,
0,-0.282047569614549,-0.13157894736842107,0.3094454597681256,0.3453990221537513,-0.028735006168188137,0.0583147214391308,-0.07780209388996334,-0.01628581838536336,0,1770560071.0,hltv_2389665_104123_spirit_vs_mouz_m2_mirage,de_mirage,
1,-0.282047569614549,-0.13157894736842107,0.3094454597681256,0.3453990221537513,-0.028735006168188137,0.0583147214391308,-0.07780209388996334,-0.01628581838536336,0,1770560071.0,hltv_2389665_104123_spirit_vs_mouz_m2_mirage,de_mirage,
