key,y,mtime,form_a,form_b,c2_n_a,c2_n_b,c1_early_winrate_gap,c1_mid_winrate_gap,c1_early_alive_end_gap,c1_mid_alive_end_gap,c1_early_future_kill_gap,c1_mid_future_kill_gap,c2_early_winrate_gap,c2_mid_winrate_gap,c2_early_alive_end_gap,c2_mid_alive_end_gap,c2_early_future_kill_gap,c2_mid_future_kill_gap
hltv_2391763_105981_nrg_vs_furia_m2_nuke,1,1774198840.5303545,0.02060600919443668,0.1325466559619831,5,5,0.01774494137761684,0.05594362527768543,0.20717063729999174,0.07507016745740819,0.07828471153051175,0.04796157044859145,-0.07102066446702004,-0.004900047672072583,0.010499457425904801,0.006823805882572864,0.02288798249418006,0.01705896259505857
hltv_2391763_105981_nrg_vs_furia_m1_mirage,0,1774198848.6203587,0.038682302430796275,-0.06453852113757118,5,5,-0.013347049927059706,-0.11834653948110957,0.04434841922898092,0.03903696881846258,0.04754673113922031,0.06361710246686364,-0.07266398021958387,-0.007400515415327602,0.024322737023644403,0.01821468958437822,0.026032562222088995,0.023226919758627118
hltv_2391765_105987_liquid_vs_the_mongolz_m1_ancient,0,1774208568.374808,-0.16310930637214985,0.006444705442641963,5,5,-0.01353298333168984,0.011750504982450005,-0.22232090939934618,-0.23697274872052526,-0.11492679642762532,-0.12703907294444433,-0.02701392250522483,0.02292380181297743,-0.05112566804473123,-0.04199734778377723,-0.010217833008767774,-0.03769120147042665
hltv_2391765_105987_liquid_vs_the_mongolz_m2_mirage,0,1774208619.1100097,-0.141597366567386,0.011968227963569065,5,5,-0.023448633825454146,-0.09826968384850221,-0.1074990222179737,-0.12737692569576375,-0.04129254027038348,-0.035180972230856755,-0.014983125831690924,0.023387242364936167,-0.046199609372025885,-0.03595210617075584,-0.011158994075015416,-0.03628884545545902
hltv_2391766_105994_9z_vs_spirit_m1_overpass,0,1774217357.6093626,-0.46430560813109784,0.0576406901936417,5,5,0.05265289017861147,0.021636137845235853,-0.1467709635100347,-0.17431472041430218,-0.04036091304307293,-0.04283096789125024,0.07785475589656354,-0.06901414446097259,-0.009717695914250368,-0.054584439852228106,-0.03931116537730339,-0.04839911608939845
hltv_2391766_105994_9z_vs_spirit_m2_dust2,0,1774217360.8041246,-0.43343896015057054,0.08532304297386187,5,5,-0.009245521971413928,0.009975302971059419,-0.09572229174346464,0.018139290785515905,-0.039610337712374044,-0.01984914742222632,0.0002270708689016132,-0.0995523157341468,-0.013039709359435103,-0.05360739967798328,-0.02331617611913117,-0.03155044767496484
hltv_2391767_106016_natus_vincere_vs_aurora_m1_anubis,0,1774270307.1024935,0.024650144635975656,-0.019509532344640416,5,5,0.01835808829074137,0.013283104100767829,-0.14895533268336641,-0.1127259674403418,-0.07788646643056846,-0.06886432953428717,-0.005641286334305717,-0.04932612589704605,0.011511984033364397,0.0007670756261276002,0.016462291964228104,0.014764617713142525
hltv_2391767_106016_natus_vincere_vs_aurora_m2_nuke,0,1774270406.915978,0.018805863955880155,-0.012903404835907841,5,5,-0.003055931407424217,-0.11472442045617753,-0.16406957560559404,-0.1433935132298987,-0.08155164054004338,-0.052389665977918665,-0.005406622017831708,-0.04696863564059944,0.009679256273131431,0.00016803132331277837,0.014846956209360662,0.013740673624343502
hltv_2391768_106031_falcons_vs_furia_m1_mirage,0,1774286044.2074878,0.03408401677973652,0.015686596167699473,5,5,-0.00270301462374245,-0.033678673174674156,0.21636580355004983,0.16473491322808792,0.13600875788727917,0.09831890699431345,-0.07539263631349458,-0.03916772648185762,-0.014201117426424603,-0.02561650779768837,0.005468805912406893,-0.0012661473825385516
hltv_2391769_106050_parivision_vs_vitality_m1_mirage,1,1774293453.272756,0.31293463822433665,-0.02944596605002226,5,5,-0.0029224214988400887,-0.02313820685902057,0.22755212927318477,0.18315389059451587,0.1390156627241132,0.10056151398799501,-0.029798865002969355,-0.06683938031789993,0.04044534211727829,0.045397814116317214,0.03170638459641989,0.027187736125299233
hltv_2391769_106050_parivision_vs_vitality_m2_inferno,1,1774296877.1324031,0.2997799698212903,-0.031998533840825884,5,5,-0.025016796988186374,-0.04717173948409864,-0.15353833759440705,-0.05873585107719481,-0.07105455054129067,-0.022065533211985067,-0.029706846558811062,-0.06270221687486494,0.038711608381688356,0.04221523982916031,0.03076590194536344,0.026210338015114965
hltv_2391770_106061_the_mongolz_vs_spirit_m1_nuke,0,1774303565.5468197,0.10422350587075116,0.016435262485912427,5,5,-0.014643119355008283,-0.0984619667658716,-0.15182839327154274,-0.11983248570065236,-0.0799465507987962,-0.03608962183998937,0.009455748930087216,0.008862407101102643,0.007279918351138892,0.00978667383354681,0.002173380218747134,0.0073621887610499925
hltv_2391770_106061_the_mongolz_vs_spirit_m2_overpass,0,1774306169.7147303,0.08672463863641061,0.020494991029654887,5,5,0.07487890586976897,0.12118396262292308,0.1259082731947644,0.16428965079172142,0.10489940000234077,-0.014627786616577931,0.009876945305219986,0.011512529843336727,0.004519231400276491,0.012844405618429255,8.587295853790256e-05,0.007394298017785905
hltv_2391771_106232_aurora_vs_the_mongolz_m1_inferno,1,1774624292.929129,0.013807972966334816,0.02419472858705697,5,5,0.00881963102226102,0.018683780735652966,0.09860186876448745,0.05532554869670231,0.060694081017543755,0.0619604454002784,0.019456171573042913,-0.014302819308782966,0.004055735832472429,0.0037864823567792527,-0.0010058493861364037,0.004155886220976124
hltv_2391772_106241_parivision_vs_falcons_m2_ancient,0,1774637946.1485746,0.025841231183887328,-0.037928698017498964,5,5,0.007491266693927079,-0.015980888262159487,0.03078529528956414,0.028314051657875594,0.01866219125807078,0.012684228125087238,0.011142474556671722,-0.021688131780815856,0.012853915980617359,0.018212503295359117,0.010098492058650654,-0.001227411552918889
hltv_2391773_106290_vitality_vs_aurora_m1_inferno,0,1774712304.7769606,0.01747218137073208,0.28857612704866176,5,5,-0.0004595751787930258,0.003467589712988106,-0.1084133413381757,-0.2593492025091735,-0.0896399760837076,-0.1294286918448314,-0.003304663745063552,-0.007595657695787239,-0.034793702122500214,-0.04404583890591801,-0.011615235354630993,-0.02200378698447153
hltv_2391773_106290_vitality_vs_aurora_m2_nuke,0,1774713263.975837,0.002995508979798371,0.2973253487235852,5,5,0.0019386044439018146,-0.08533996621738438,-0.09983606681111451,-0.10294744944921247,-0.04123592850220309,-0.05185270135219061,-0.003239079911167897,-0.006496085494192727,-0.03424866722229103,-0.045978034816003543,-0.011863337788720063,-0.023128562959198073
hltv_2391774_106313_natus_vincere_vs_parivision_m1_dust2,1,1774724438.7735646,-0.007380107297622534,-0.03556357483775674,5,5,-0.004973250702960397,-0.008281473062219435,0.04642008395227537,0.1479990515382687,0.021824995258149293,0.07281897272623133,-0.03044712562287699,-0.020020562094542615,-0.009533981806765623,-0.004291958752449421,0.004794233109644164,-0.00690577434558598
hltv_2391774_106313_natus_vincere_vs_parivision_m2_inferno,0,1774724447.0566127,0.0046838493124264375,-0.04348511193973878,5,5,-0.0164473098610719,0.0014332334724969642,0.1049275694346069,0.1834469362594192,0.06578268698494799,0.09263550124078879,-0.02920088872375537,-0.018205348615285277,-0.007853977428484205,-0.0013956287430530456,0.005161762690252092,-0.005865508871036151
hltv_2391775_106366_vitality_vs_natus_vincere_m2_anubis,1,1774790073.9480212,0.29769748575630256,0.000562587919198652,5,5,-0.01073654955449288,0.12418578313889395,0.012182608868523848,0.09326086280836021,0.006441287274137675,0.0022120047475928106,-0.0009347474312951798,-0.040720492960423016,0.03870349741383622,0.03751678506188688,0.025543427797101392,0.03137968951354969
hltv_2391775_106366_vitality_vs_natus_vincere_m3_dust2,1,1774792482.857188,0.28574371169755813,-0.002156335067346061,5,5,0.01873788575024038,0.07820642105220521,0.25458015634337,0.2547368468538387,0.11535241761323445,0.11131146901531147,-0.0005743440984213866,-0.03834413162597694,0.036176893891187334,0.03507701766749943,0.024077029385431548,0.029574322591563673
hltv_2393081_107105_vitality_vs_red_canids_m1_nuke,1,1776087816.0,0.2841677804783128,,5,0,0.00031020950688781523,-0.015461589315123536,0.18102626956466064,0.2293045605348625,0.1129393051417581,0.12922481019475174,,,,,,
hltv_2393082_107108_gentle_mates_vs_g2_m1_inferno,1,1776088509.0,,-0.014815085785140587,0,3,0.0055840383223352275,0.02851604534583768,0.023354583787175753,-0.06892629616977547,-0.002749067932819649,-0.038735957226618434,,,,,,
hltv_2393081_107105_vitality_vs_red_canids_m2_overpass,1,1776091444.0,0.2896458327900817,-0.4340384805522204,5,5,0.1002673688335527,0.08355163728834264,0.18457975840399438,0.16092308577282977,0.1395717816321692,0.07836070399162326,0.10417773126998192,0.0825677552372524,0.11749837072639702,0.16293098963203712,0.026593343080253906,0.05404114845212388
hltv_2393083_107110_spirit_vs_liquid_m2_dust2,0,1776100769.0,-0.13528219552287546,-0.00671594196543683,4,5,0.003764795461289938,-0.005902546123701502,0.1302994113449336,0.22483380252520677,0.08147817883063269,0.11009860565956825,-0.032187073523728627,0.0020617117071357605,-0.06333894251304234,-0.0554107157531144,-0.02246342337375873,-0.04559220631579042
hltv_2393084_107112_3dmax_vs_falcons_m1_inferno,1,1776100950.0,0.019742478729201183,-0.31321537445694575,5,5,5.5343524414608325e-05,-0.015093238342904713,-0.0790079382603534,0.021584345383560077,-0.04692112631535744,-0.02174295246735064,-0.044605628773232264,-0.00897775756264918,0.00033392577120000544,0.007747381898238814,0.01616150432031027,0.011688555512939847
hltv_2393084_107112_3dmax_vs_falcons_m2_ancient,1,1776103681.0,0.019742478729201183,-0.31321537445694575,5,5,-0.004848108002377005,0.1715061236165088,0.15704685479949593,0.15970752777626757,0.07432017279664349,0.06634251978279426,-0.0462816422812492,-0.009829624356084254,-0.0009085184432215954,0.011167575386303863,0.016739951934341635,0.011399780951332927
hltv_2393086_107114_b8_vs_natus_vincere_m1_ancient,1,1776105178.0,-0.01141091219700728,-0.038354497776225877,5,5,0.015571333504809826,0.025708638790665483,0.21531878058938883,0.4495219668642094,0.11688471598422479,0.13722164601113462,0.02258279808208541,0.05070261600381587,0.001854731607935034,0.020629245186450096,-0.006208569058216373,0.0048044523606254885
hltv_2393088_107115_legacy_vs_mouz_m1_dust2,1,1776107494.0,,-0.07772025783963547,0,5,-0.010820874866700025,0.05030881796750619,0.10497235378885311,0.018273637182736058,0.06152437363698243,0.030492391400749164,,,,,,
hltv_2393086_107114_b8_vs_natus_vincere_m2_inferno,0,1776108645.0,0.011690095007803053,-0.08672097478053208,5,5,0.00874317492217852,-0.0012021385618665725,-0.15263725827943098,-0.24715653468153065,-0.10466010207525839,-0.12833686311933157,0.026032918212858025,0.05982693489230084,0.014059158161079999,0.044884557621947596,0.0005526627179787136,0.014535435416893727
hltv_2393088_107115_legacy_vs_mouz_m2_inferno,0,1776111441.0,,-0.07772025783963547,5,5,-0.003266771253228329,-0.059005170189964484,0.17753081262657067,0.24416570215485345,0.09889878927746537,0.13063721046764226,0.018429522245994145,-0.019218818133355298,0.0343440332982522,0.009698222826962588,0.005009248371168673,-0.02756314294989537
hltv_2393085_107116_furia_vs_passion_ua_m1_inferno,1,1776115136.0,0.028688140653388157,,5,0,-0.01403770221669598,-0.016991386801622155,0.09244634576141803,0.180914942321948,0.05781392855780065,0.07829480798525007,,,,,,
hltv_2393087_107117_aurora_vs_hotu_m1_mirage,1,1776117480.0,-0.006773127005845822,,5,0,-0.006106388730318435,-0.035616877742223885,0.31914467689238046,0.36831818749847633,0.18901690843407387,0.16076367547399,,,,,,
hltv_2393085_107116_furia_vs_passion_ua_m2_mirage,1,1776118984.0,0.04750823510001902,-0.7556675375412792,5,5,0.01202391058679253,-0.009789118631934879,0.07105333561120736,0.024169015508647806,0.025087987375705723,0.032814563028930266,-0.08805609494981098,0.08675245291458378,0.025575466843557437,0.11529955855938345,0.07041238056808652,0.06944978151632886
hltv_2393087_107117_aurora_vs_hotu_m2_dust2,1,1776122568.0,0.008964438423367327,-0.6375773294051346,5,5,0.002747005809015657,0.008286112867556872,0.21157867457617607,0.12442779852784513,0.10947299047877651,0.07892246821546145,0.21998178095312254,0.03412549680752286,0.10477569392326364,0.07682504308056282,0.03289751090887805,0.014025150149697185
hltv_2393225_107127_red_canids_vs_gentle_mates_m1_mirage,0,1776174479.0,,-0.41871033485818493,5,5,-0.01895802679152364,-0.04023795412229669,0.015308261121512345,-0.03406484149788469,0.0073046868320371106,-0.021587435192617743,0.09803082660851692,0.04005405198357975,0.0802346904600309,0.07983858612737416,0.00864178044695263,0.05078879720024071
hltv_2393225_107127_red_canids_vs_gentle_mates_m2_ancient,1,1776177725.0,,-0.41871033485818493,5,5,-0.006230552674634793,0.0662915115463596,-0.05047574899862828,-0.00769838589457128,-0.030187891532696465,-0.022087805081492218,0.046785288786572954,0.057861000651767525,0.05524083784640682,0.07397149683908993,0.012618919305593113,0.03870130032675129
hltv_2393227_107132_liquid_vs_3dmax_m2_ancient,0,1776190010.0,-0.13528219552287546,-0.31321537445694575,5,5,0.007353644203896392,0.029313278824805,0.017954460819094853,0.19550448640885967,0.013822346454778367,0.05711557093566971,-0.09689524921811687,-0.012020594360639292,-0.053187795297571505,-0.03500289222055736,0.0005519376255946895,-0.013807672154877215
hltv_2393226_107133_spirit_vs_falcons_m2_mirage,1,1776190292.0,0.019742478729201183,-0.00671594196543683,5,5,0.018172694054966854,0.03820169754353275,-0.07527830008670655,-0.015831004441265173,-0.04476637918746873,-0.01635708677882658,0.06147718318724582,0.02797569243057252,0.00809135835955821,0.013570858956066467,-0.014665141747642885,-0.01092957824607127
hltv_2393228_107138_natus_vincere_vs_furia_m1_mirage,0,1776193253.0,0.05552490497785013,-0.006443640634704135,5,5,-0.0139296334091783,-0.08653240368481763,-0.050684568830058285,-0.21864094809867768,-0.029823272253800492,-0.08433220243425749,-0.043585858090289586,-0.033725928682764306,0.005251983248150516,-0.006674858419262186,0.014940445518417111,0.007863505565254336
hltv_2393229_107137_b8_vs_passion_ua_m1_overpass,0,1776193602.0,-0.4714230758999618,-0.04421772947748641,5,5,0.06502197839538132,0.11243403524616824,0.11063267512393787,0.10276519926447919,0.09761516605354503,0.03180205262566704,0.011453438113801395,0.03631413764608793,-0.037171087894636134,-0.05750664145675266,-0.026349192994190085,-0.03548932910142483
hltv_2393229_107137_b8_vs_passion_ua_m2_mirage,0,1776196352.0,-0.34008234884531274,-0.030231458779663753,5,5,-0.002362261493012441,-0.011431168504643985,-0.15910348284446157,-0.14636505912410147,-0.0652514864589801,-0.06729995056313304,-0.013110887984130015,-7.873142056841198e-05,-0.014199621606755808,-0.034429443252067815,-0.012296420750044335,-0.02206972235826904
hltv_2393228_107138_natus_vincere_vs_furia_m2_dust2,1,1776196490.0,0.03831484139570736,0.008218562092485471,5,5,3.2057542740382416e-06,0.1460097061830481,0.20101175759953321,0.22621319243166688,0.10028980638982338,0.08168513681710426,-0.042578186810942165,-0.033948532423765054,0.00109045779084338,-0.014218383149810943,0.012323325287749931,0.0042161182172985034
hltv_2393231_107139_legacy_vs_hotu_m1_dust2,0,1776201260.0,,-0.3065862270909336,5,5,-0.001881984866104136,-0.08106356438601492,-0.0598872587289625,-0.052299697867326134,-0.008679107741251968,0.01607942153238645,0.030871926935916005,-0.12427381516273545,0.08816878834087932,0.03271197329764952,0.022656191926579083,0.001778289833665736
hltv_2393230_107140_mouz_vs_aurora_m1_dust2,0,1776204765.0,0.014848416785307073,-0.07772025783963547,5,5,0.0009587900881906641,-0.0050070344521780386,0.04606043907555235,-0.04184454778181679,0.031121682037175802,0.0026626617731848046,-0.017379957832789672,0.0058240879983048055,-0.009800317453255547,-0.012282885022752599,0.019120103142515055,0.005662092125561735
hltv_2393230_107140_mouz_vs_aurora_m2_mirage,0,1776208451.0,0.0026373641660854498,-0.043722811013831575,5,5,-0.01944696258465123,-0.03834266323864821,0.09684716277951771,0.025230168248597862,0.06232239783686078,0.016887699832632108,-0.01753390470140792,0.003317939512337831,-0.011622428818785668,-0.01660164690191923,0.017577239423151814,0.0037134473421751024
hltv_2393233_107147_g2_vs_3dmax_m1_inferno,0,1776260853.0,-0.31321537445694575,-0.014815085785140587,5,5,0.008470517038591918,0.04849016649981741,-0.029895606119361484,-0.07764458360652055,-0.025028463778219268,-0.03984463228227547,0.0947909365284002,0.05742274630168537,0.01900411328062135,0.004497909498813402,-0.006149887739753446,-0.031312796276930344
hltv_2393232_107149_red_canids_vs_spirit_m1_mirage,0,1776261256.0,0.07200270821825942,-0.41871033485818493,5,5,-0.0018412303546911923,-0.023966486051884783,0.049336853723163765,0.07435654972689681,0.04048181552810487,0.018919483908245882,0.04203974177094971,0.020823052597561897,0.05547098870006684,0.06611735462631863,0.01813427976239801,0.02368351166443322
hltv_2393233_107147_g2_vs_3dmax_m2_dust2,0,1776263595.0,-0.31321537445694575,-0.014815085785140587,5,5,0.0020689103348565663,-0.026482596638931932,-0.24394107505742696,-0.17554807236977477,-0.12376755326825345,-0.09660382315168531,0.06580390675060377,0.03461570359506949,-0.004334450333563722,-0.009871161183078181,-0.009646254584298741,-0.029847754577715824
hltv_2393232_107149_red_canids_vs_spirit_m2_ancient,1,1776264735.0,0.06313919623549077,-0.23995066963059103,5,5,-0.0046651820879147765,0.25182427030179755,0.1577770798600694,0.34550520315532884,0.06639922317751007,0.08551702404771669,0.0310219557257006,-0.0031339643135778195,0.04347133177473078,0.0480997423733901,0.012505281813052271,0.015276963782601904
hltv_2393235_107152_natus_vincere_vs_hotu_m1_dust2,1,1776269750.0,-0.002354604337210793,-0.3065862270909336,5,5,0.0035109581282544156,-0.005173176591405981,0.03504995452177234,0.17435344857125945,0.03490689015887133,0.08910237515314318,0.02052131350423636,-0.0008590604733472729,0.023378912780209204,0.007860721311075292,0.019237698074846266,0.010118527060909932
hltv_2393234_107153_b8_vs_aurora_m1_mirage,1,1776271386.0,-0.0004276245521652586,0.002768806568133019,5,5,-0.0008406704733186499,0.005218838788408009,0.20882151210719554,0.27639592733573004,0.13448042997556575,0.12281359612754239,0.015050991583085649,0.02101408481351874,0.0013428919453883914,0.00960138691903073,0.0021806551964856924,0.009644893591262027
hltv_2393235_107152_natus_vincere_vs_hotu_m2_ancient,1,1776273459.0,0.013257337026195604,-0.3768098523477883,5,5,-0.0020989074519977002,0.14949860625737227,0.19552670735019217,0.18025048058430287,0.09807745414503982,0.042666639936463024,0.0003297914308360017,0.006068328586937344,0.026502749886937627,0.028333076626748555,0.026297437342923613,0.01838957533280189
hltv_2393234_107153_b8_vs_aurora_m2_overpass,1,1776274825.0,0.009132483563272474,-0.017331456351639976,5,5,0.06765873653262766,0.05570036006874163,0.10101045899434785,0.12352928509954214,0.10369185391537994,0.055967782725546256,0.01565037460761809,0.014114880992176781,0.005250996361310156,0.012669749338639513,0.0038357132576450903,0.010800228106756182
hltv_2393237_107157_g2_vs_spirit_m1_mirage,0,1776278640.0,-0.014815085785140587,0.07384411990944702,5,5,0.0026344836435303054,0.02435224281394538,-0.3612294951953552,-0.24922043083565895,-0.21245042494309163,-0.1632546060231735,0.062182107311528845,0.00898053575750346,0.03462484219757994,0.024522400594512883,-0.015663937980267384,0.011670886563428184
hltv_2393236_107158_vitality_vs_falcons_m1_mirage,0,1776278871.0,0.2941989879875095,0.019742478729201183,5,5,-0.0018314598173947427,-0.02121941332723931,-0.017408773492615548,-0.00691838294973679,0.007284882116587288,-0.01741766518439264,-0.038825396013200675,-0.046462490117532895,0.017489752160764593,0.018041239668901587,0.018241678337170997,0.024903893258053977
hltv_2393236_107158_vitality_vs_falcons_m2_dust2,1,1776282305.0,0.27818470288142716,0.024424552007074794,5,5,0.002243542602664461,0.05479329761808338,0.1616755789504773,0.07410215975855994,0.08425325814428769,0.03017472240424568,-0.03673992904002288,-0.04479396318876916,0.0169144237518028,0.01749073271695467,0.017596847655621584,0.024127123611449364
hltv_2393237_107157_g2_vs_spirit_m2_dust2,0,1776282903.0,-0.05673531250086762,0.08474670129475549,5,5,-0.009345669431805148,-0.007980876159022599,0.09783448137673156,0.17738874593839682,0.058304991357462144,0.07978586515120067,0.03992693812679027,0.006344430869034301,0.019098869440512867,0.014118403083683895,-0.016406330995887064,0.008831329143310473
hltv_2393239_107160_natus_vincere_vs_aurora_m1_inferno,0,1776287569.0,0.02143661458783473,0.019837547155107,5,5,0.006622661545898412,0.0021503587903201615,-0.09750073181682561,-0.1704309425904343,-0.07468733055320176,-0.08342931320162844,-0.029603429481528498,-0.050289803284553514,0.002203247495708216,-0.0159782569506442,0.015952275529083737,0.012295707448499005
hltv_2393238_107159_furia_vs_mouz_m1_mirage,1,1776290898.0,0.04846651137136692,-0.033693845786472644,5,5,-0.006987399096449964,-0.010357543144850156,-0.0038074889729534656,0.058820316462266264,0.010236683216756581,-0.010111480193769506,-0.03894223381641515,0.015940304630454982,-0.01025640004864048,-0.013456328036443865,0.015537659077275834,-0.0018688121721001094
hltv_2393239_107160_natus_vincere_vs_aurora_m2_mirage,1,1776291612.0,0.01066150276474167,0.03049409566808427,5,5,-0.015975040174002086,-0.09668168655770387,0.061225145308372475,-0.08216836293314261,0.04111024925639428,-0.02324818981068949,-0.028818157419917223,-0.04889662372323339,-0.0006937409095026936,-0.019742698875198417,0.013790620268354925,0.009960523189015191
hltv_2393238_107159_furia_vs_mouz_m2_dust2,1,1776294969.0,0.05917709442254633,-0.0553270639565963,5,5,0.008354187788551015,0.03431371928260518,-0.08651425266658413,-0.13993460810903435,-0.0415271437743569,-0.07925662312970372,-0.036982240015036805,0.015746064611375232,-0.0054566491822528596,-0.006334734520709928,0.017429452458844197,0.0006686180716980461
hltv_2393240_107175_spirit_vs_mouz_m1_dust2,0,1776440508.0,-0.06371581438610774,0.09215489208398564,5,5,-0.006960516872405065,-0.010289129782194095,-0.21901500141790547,-0.1452874485252541,-0.10378936706768394,-0.08073390779243494,0.016686822281731906,-0.04627832212552868,0.005224862790494,-0.002536108752094368,-0.020893503431267058,-0.008796231553138023
hltv_2393240_107175_spirit_vs_mouz_m2_mirage,0,1776444425.0,-0.08143024778792382,0.10647543175643355,5,5,0.0005678244701556312,-0.0028162035272361052,-0.249375429641381,-0.26681315247026127,-0.1496050107677554,-0.13576558415445644,0.011825150613105517,-0.047656881943493046,0.00043177280381734295,-0.004527046358982267,-0.021151410134183146,-0.008950368411424547
hltv_2393241_107177_vitality_vs_natus_vincere_m2_dust2,1,1776455938.0,0.28356749155588434,0.029047685440230817,5,5,0.0035837114114367075,-0.03756232674641674,0.1718475743095768,0.18975044498542631,0.10683883811769146,0.10225387459153684,-0.015636960460781002,-0.036777396315035904,0.030294472028150055,0.027627634337617057,0.02483633318369116,0.02916576122301434
hltv_2393242_107195_falcons_vs_spirit_m2_mirage,0,1776530401.0,-0.011257154524634447,0.11778303565638346,5,5,0.0011056812054167642,0.0209001292404859,-0.286164560724958,-0.26995434787813877,-0.16791974443715035,-0.15923630910108588,0.03770161624425883,-0.00529542987356546,0.00597362812021951,0.007589358187652717,-0.010731899278459689,-0.00869498063392421
hltv_2393243_107197_furia_vs_vitality_m2_ancient,0,1776543780.0,0.06348284991213626,0.28691537763541575,5,5,-0.00678288097154689,0.06423898681254775,-0.006971711194986185,-0.029749654699760486,-0.012594414726899483,-0.04159229668423042,-0.028319002892682854,0.01118503471893939,-0.030161313882811625,-0.03986366331471164,-0.011768155297003535,-0.02392370033576502
hltv_2393244_107215_falcons_vs_furia_m2_mirage,0,1776612921.0,0.05514484808967942,-0.04330694275490054,5,5,-0.006294710948480775,-0.022081195183581648,-0.153746419829224,-0.11039227410096819,-0.06319271781356417,-0.083407247764544,-0.05366747573121167,-0.027297002831038364,-0.0031222755172031214,-0.010423424712593943,0.0070654585948500825,0.0020989187089163752
hltv_2393245_107224_spirit_vs_vitality_m2_nuke,1,1776625959.0,0.28208806404691905,0.13269956116105774,5,5,0.0021689373014773805,0.025611916921407907,0.05196366253292761,-0.008148299738640563,0.016576550139161872,-0.0076197314157279705,0.01142751971474032,-0.0432244312070475,0.025590971464557355,0.029425244821961127,0.003680592728818044,0.01287125423363833
hltv_2393245_107224_spirit_vs_vitality_m3_dust2,1,1776629463.0,0.2804648897768156,0.11330391781186248,5,5,-0.005914503272309635,-0.06377515172024201,0.14284650307917063,0.20067228717139596,0.09190883567422153,0.13146998473839128,0.010994342362128373,-0.04003743863965514,0.02769658100096767,0.03380549536466482,0.005283427125031714,0.014495086208719143
hltv_2393319_107557_vitality_vs_fut_m1_mirage,1,1777485285.4497106,0.2857571440421965,0.022258470600942697,5,4,-0.01267101472183535,-0.026241211838664125,0.21245540093776832,0.1543515869218017,0.13486570251918112,0.10318195167861649,0.08089030059337787,0.025745144922264596,0.038726207593641204,0.04193481814782901,0.003909652251752049,0.00990588908317469
hltv_2393319_107557_vitality_vs_fut_m2_dust2,0,1777485291.014796,0.28728199243044117,-0.0009905894816961793,5,5,0.006232036763077153,0.02114192918248453,0.09484965930473366,0.020337371902455825,0.035242896755734054,0.008666225482386491,0.09098315502372734,0.022123499690711534,0.06313860181153214,0.05727691258217554,0.01528525050975027,0.021025579812923856
hltv_2393320_107565_astralis_vs_g2_m1_dust2,0,1777492663.582881,-0.035840664170050975,-0.05645237719757785,5,4,-0.015933801934701508,-0.047749266641749055,-0.1931658842896033,-0.1824474474770552,-0.08673621301006851,-0.08424981120319958,-0.08946459717014077,-0.06133057926281171,-0.015173366589949833,-0.004233798385523568,0.01895092126235609,-0.0031975936939362404
hltv_2393320_107565_astralis_vs_g2_m2_overpass,0,1777493193.2065675,-0.05106871827401922,-0.014365769802033752,5,5,0.05484610336835649,0.022197507801431565,-0.1666959198684672,-0.17193214349074987,-0.05004968654739289,-0.05908345311411589,-0.10217095425260786,-0.059772619501009816,-0.03304053762572984,-0.02442504792247241,0.010894463907664687,-0.011817147447540755
hltv_2393321_107569_natus_vincere_vs_faze_m2_ancient,1,1777500888.550227,0.019040477998371327,-0.019950786419348682,5,4,-0.009893141440476927,0.0010905289672660246,0.06511363932598768,0.01582632468596884,0.0031793243888010303,0.004708609968437638,-0.013624300176286908,0.005159742598412065,0.00665726039761716,0.02871182842867137,-0.0007678601362435811,0.0012465389774851676
hltv_2393322_107576_furia_vs_gamerlegion_m2_nuke,0,1777511639.907334,0.05346484790105841,,5,0,0.007659028606602725,0.01920172920265739,-0.16115864760368598,-0.2719393819869752,-0.09634705872316623,-0.12095664317456939,,,,,,
hltv_2393333_107598_fut_vs_astralis_m1_mirage,1,1777567411.3194945,-0.05902441934417654,-0.005514719858510855,5,5,0.00487253488206435,0.023100258368471738,0.22278499848933855,0.28851806717383127,0.13733839623508692,0.13950519607166745,-0.00434241738697938,-0.03261750843162603,0.016331814530421318,0.003758297855037729,0.008983276616037372,-0.005398742862710193
hltv_2393333_107598_fut_vs_astralis_m2_nuke,1,1777567668.149306,-0.036634133179780384,-0.0313341561704355,5,5,0.01281565958043579,0.009057314320683296,-0.19962328418413644,-0.3009136155115927,-0.1275075488771294,-0.14668675140184573,0.003213131809374381,-0.02646670731205719,0.025165040539504357,0.01885792465885683,0.013433088393545956,-0.000651250418074345
hltv_2393334_107607_vitality_vs_g2_m1_mirage,1,1777578248.3873327,0.279447337292552,0.008596041469798038,5,5,-0.012845369275727492,-0.022082412005009378,0.2512332304619501,0.3784541366613636,0.15640399478400885,0.13460545466448293,0.008086221887492862,0.0135847256099777,0.012028425004008747,0.02817223187791673,0.014833933326051318,0.0142396375583968
hltv_2393334_107607_vitality_vs_g2_m2_overpass,0,1777578252.6353378,0.27041900502800026,0.0,5,5,0.052179133942567124,0.0003332346667289099,-0.07400059168092948,-0.2780284096618042,-0.016678596658600275,-0.08096598584956627,0.024671847158159066,0.016618549318993647,0.018044138143081367,0.03586260517087719,0.012656293052394407,0.014641685868406251
