key,y,mtime,form_a,form_b,c2_n_a,c2_n_b,c1_early_winrate_gap,c1_mid_winrate_gap,c1_early_alive_end_gap,c1_mid_alive_end_gap,c1_early_future_kill_gap,c1_mid_future_kill_gap,c2_early_winrate_gap,c2_mid_winrate_gap,c2_early_alive_end_gap,c2_mid_alive_end_gap,c2_early_future_kill_gap,c2_mid_future_kill_gap
hltv_2389657_104002_astralis_vs_furia_m2_mirage,1,1770139710.0,0.005305052229693098,0.03735578654376882,5,5,0.014638853850189815,0.10919567525006024,0.06843942813556958,0.24317580015151877,0.017128831576993797,0.06710474289034285,0.1417789378000387,0.1274756780313403,0.005136706371761002,-0.004675240101009559,-0.03970140580103598,-0.03984198613408402
hltv_2389659_104003_g2_vs_spirit_m2_overpass,1,1770139987.0,-0.17733401528291554,0.23901690047049992,5,5,-0.047935760130354915,-0.011148620195362266,0.136122689392757,0.2816552414335839,0.054163080564071486,0.08434548173616346,-0.11477318311913348,-0.06888756985336503,-0.07653312877795232,-0.040539147626425576,-0.022507638339579472,-0.03221450516739921
hltv_2389658_104008_vitality_vs_aurora_m2_overpass,0,1770154090.0,0.08927858443852586,0.5020919437972361,5,5,-0.07745931938345646,-0.08268800671666571,-0.10039115920044567,-0.02051801561331157,-0.07909703400119517,0.016361245598706664,-0.1022715906346463,-0.07126605279825482,-0.09196115035594715,-0.0781093873861875,0.0009922819738075184,-0.03940500114682405
hltv_2389660_104011_falcons_vs_mouz_m2_dust2,0,1770156369.0,-0.08576682175742506,-0.08961215868968717,5,5,0.011101159716726539,0.031868143298027896,0.14511817535213556,0.055460904949676426,0.06722523010003745,0.04323195961646459,-0.09473891089806796,-0.05207171115548881,-0.0344533525550616,-0.008559427666810393,0.02351446709908478,0.0034582406249227815
hltv_2389661_104067_furia_vs_aurora_m2_mirage,1,1770395646.0,0.0242036017408864,0.01197619104671562,5,5,0.018925752289378095,0.001006767404793829,0.02701146466559501,-0.08196693239536018,0.011594017318899641,-0.012036043124171336,-0.03492437708340712,0.04620604235829606,-0.0032020533624286807,0.007947843292148982,-0.01125637949286179,-0.01793845586019671
hltv_2389664_104113_vitality_vs_mouz_m2_dust2,1,1770497948.0,0.43451743070266635,-0.08961215868968717,5,5,0.0046184670568221176,0.008931712213377963,0.06364689442639132,-0.01737530632885964,0.013922470095243111,-0.0030220281559497075,-0.07263430494182888,-0.052210206950065785,0.05035613309857917,0.04117748396071985,0.03973611928736481,0.041781279783730696
hltv_2389665_104123_spirit_vs_mouz_m2_mirage,0,1770560071.0,-0.16971838464062927,0.11232918497391972,5,5,-0.004253039536237901,0.015895097829757288,-0.332131442495878,-0.3533766314354232,-0.1995403861263514,-0.19740522316092524,0.13107201725385298,0.05919596803798033,0.003716810766243084,0.015354871730195452,-0.04556039496595171,-0.030610334655274407
hltv_2389666_104141_furia_vs_vitality_m3_nuke,0,1770576742.0,0.08239953176706676,0.41925843024050014,5,5,0.006550005489685484,0.005421776828921615,-0.1675030869028443,-0.34265467519615667,-0.11394469179956163,-0.18530771130342594,-0.10505901133128898,-0.007039077651813219,-0.07736597356197794,-0.05891345931579978,-0.009212140148457448,-0.04321455980571165
hltv_2389666_104141_furia_vs_vitality_m4_overpass,0,1770581733.0,0.008920665758379362,0.47723190647784103,5,5,-0.08442760120365356,-0.061616937302340746,-0.12093111739709228,-0.09243962716257476,-0.1258188540901875,-0.06010019177690196,-0.0837875714669068,0.0016285374439356515,-0.0815163450186544,-0.08204613335099353,-0.022624908119026343,-0.057382057796893204
hltv_2389948_104317_aurora_vs_fut_m1_mirage,0,1771061989.6006212,-0.06952606264861022,0.06273834063342335,5,5,-0.00495243748393015,-0.009014786040523137,0.2812114649310782,0.22055320802428688,0.17675317448868172,0.1226136860030736,0.1504165880468758,0.020559628114262263,-0.00011529375204000214,-0.033137206607301406,-0.022951002037513213,-0.03011578828178363
hltv_2389947_104312_natus_vincere_vs_astralis_m1_nuke,0,1771061993.6640399,0.005376357036380496,-0.14974538635934195,5,5,0.010830125812195945,0.004191669656337882,-0.13796732592328165,-0.19511693877616412,-0.07874077492372228,-0.09598073399546098,-0.18201659780982837,-0.1620396589586376,0.008412234490083992,0.0003372387138202426,0.045770840002167634,0.026735014623861186
hltv_2389947_104312_natus_vincere_vs_astralis_m2_mirage,0,1771064686.0282722,-0.03300629646816997,-0.06880291992402876,5,5,-0.010360698944056723,-0.03797912990566399,0.010702919855583914,-0.02144443069629748,0.015741678626080724,0.015100017083598316,-0.1500815383961558,-0.1334642904164789,-0.006104377598544153,-0.007920331828609128,0.030924319424833535,0.016221113069534943
hltv_2389948_104317_aurora_vs_fut_m2_anubis,1,1771068762.756181,-0.09844007281325252,0.1272301745477935,5,5,0.0019384329281993962,-0.04862023365254986,-0.09869900380631341,-0.08836316457568777,-0.05138587147591178,-0.034009437596292436,0.12173206007129628,0.00014189023897120956,0.00010475860622821687,-0.04430984470124194,-0.019070748945984706,-0.03004118016249885
hltv_2389948_104317_aurora_vs_fut_m3_overpass,0,1771068882.9695184,-0.04974382499856897,0.03135052988407601,5,5,-0.073131480864497,-0.04485346492963879,-0.09930897631114582,-0.013719250288809104,-0.09951659457809209,-0.017609949140594494,0.08611886652432271,-0.008528525105749807,0.008958904090627495,-0.031902953818615465,-0.009497840766509502,-0.020314515645208198
hltv_2389950_104327_faze_vs_heroic_m1_overpass,1,1771078675.386639,,,5,0,-0.04632570618479559,-0.01898895189545513,0.11649267042492095,0.20925215497773234,0.028747247899092776,0.06261231666451766,,,,,,
