key,mtime,y,is_ct,pistol_rate_gap,pistol_rate_top,call_early_winrate,call_mid_winrate,call_early_alive_end,call_mid_alive_end,call_early_future_kill,call_mid_future_kill,cpist_early_winrate,cpist_mid_winrate,cpist_early_alive_end,cpist_mid_alive_end,cpist_early_future_kill,cpist_mid_future_kill,form_gap
hltv_2389651_103966_mouz_vs_aurora_m1_dust2,1770040069.0,1,1,-0.1923076923076923,0.6923076923076923,-0.07279319668660422,0.028679017340320467,-0.08304795458526465,-0.09449107516890642,-1.458449210633983e-05,-0.03831006751765326,-0.22823427734543794,-0.1308829389766208,0.00738911702613454,0.002439207801977067,0.032780111109467325,-0.03570802243480681,
hltv_2389649_103964_3dmax_vs_vitality_m2_dust2,1770043438.0,1,0,-0.625,0.8125,-0.005432436775178351,-0.0013902020105753254,0.14306077889697677,0.1341163603705095,0.07837689875677523,0.07912763788504834,-0.008269736781716275,0.014917921308358117,0.0074454672026137425,0.08641510055901991,-0.009388043541461222,0.04157149772644286,1.112575995685496
hltv_2389649_103964_3dmax_vs_vitality_m2_dust2,1770043438.0,0,1,-0.625,0.8125,-0.005432436775178351,-0.0013902020105753254,0.14306077889697677,0.1341163603705095,0.07837689875677523,0.07912763788504834,-0.008269736781716275,0.014917921308358117,0.0074454672026137425,0.08641510055901991,-0.009388043541461222,0.04157149772644286,1.112575995685496
hltv_2389651_103966_mouz_vs_aurora_m2_inferno,1770044134.0,0,1,0.13888888888888884,0.6388888888888888,0.00294628828253507,0.01057443877129094,0.06114436950119417,0.008497080708185778,0.04004172562887204,0.01593246374094681,0.013873173816081774,0.09636425764267287,0.03578893704148828,0.1934255221623385,0.020169755388528887,0.05418248428606692,0.4200522385774805
hltv_2389651_103966_mouz_vs_aurora_m2_inferno,1770044134.0,1,0,0.13888888888888884,0.6388888888888888,0.00294628828253507,0.01057443877129094,0.06114436950119417,0.008497080708185778,0.04004172562887204,0.01593246374094681,0.013873173816081774,0.09636425764267287,0.03578893704148828,0.1934255221623385,0.020169755388528887,0.05418248428606692,0.4200522385774805
hltv_2389652_103972_nrg_vs_falcons_m1_inferno,1770048559.0,0,0,-0.1923076923076923,0.5,0.0699493549368036,-0.07795037037068064,-0.02825550189543785,-0.11995026616547927,-0.052654274965277637,-0.04764261667174369,0.2055807119597453,0.16636513465632652,0.04990532885662957,-0.04690952307427676,-0.011870892736401573,0.019289175721412755,
hltv_2389652_103972_nrg_vs_falcons_m1_inferno,1770048559.0,1,1,-0.1923076923076923,0.5,0.0699493549368036,-0.07795037037068064,-0.02825550189543785,-0.11995026616547927,-0.052654274965277637,-0.04764261667174369,0.2055807119597453,0.16636513465632652,0.04990532885662957,-0.04690952307427676,-0.011870892736401573,0.019289175721412755,
hltv_2389650_103971_faze_vs_bc_game_m1_dust2,1770049094.0,0,1,,,,,,,,,,,,,,,
hltv_2389650_103971_faze_vs_bc_game_m1_dust2,1770049094.0,0,0,,,,,,,,,,,,,,,
hltv_2389652_103972_nrg_vs_falcons_m2_ancient,1770052512.0,1,1,-0.1388888888888889,0.5,0.0044083285734721755,0.0158679922774958,-0.056346078052556814,-0.09211833010775944,-0.0326060420704859,-0.04901850238364136,-0.003998280104088425,0.01387056660024688,-0.014425993145194604,0.09875941050124698,-0.0011121189107699547,0.041886891386573366,
hltv_2389652_103972_nrg_vs_falcons_m2_ancient,1770052512.0,0,0,-0.1388888888888889,0.5,0.0044083285734721755,0.0158679922774958,-0.056346078052556814,-0.09211833010775944,-0.0326060420704859,-0.04901850238364136,-0.003998280104088425,0.01387056660024688,-0.014425993145194604,0.09875941050124698,-0.0011121189107699547,0.041886891386573366,
hltv_2389650_103971_faze_vs_bc_game_m2_nuke,1770052582.0,1,0,-0.625,0.8125,0.00569781244705625,0.005532489505639671,0.04914641284715271,0.03166896427673144,0.02348360275530753,0.008598319907354879,0.005160784861856782,-0.04510293095467505,-0.02318914036959513,-0.08632645654164423,-0.0065970712137543575,-0.02478823667680602,
hltv_2389650_103971_faze_vs_bc_game_m2_nuke,1770052582.0,0,1,-0.625,0.8125,0.00569781244705625,0.005532489505639671,0.04914641284715271,0.03166896427673144,0.02348360275530753,0.008598319907354879,0.005160784861856782,-0.04510293095467505,-0.02318914036959513,-0.08632645654164423,-0.0065970712137543575,-0.02478823667680602,
hltv_2389653_103979_furia_vs_natus_vincere_m1_mirage,1770059408.0,0,1,0.0,0.5,-0.03466140614328106,-0.14863312043797194,0.14718961240881878,0.1004053433456415,0.03821968847479418,0.028937492279552057,0.06471958749037121,-0.15439690907756876,0.07998601059425248,0.028625261313496964,-0.04487966145978045,0.003723748846824415,0.3770742077145569
hltv_2389653_103979_furia_vs_natus_vincere_m1_mirage,1770059408.0,0,0,0.0,0.5,-0.03466140614328106,-0.14863312043797194,0.14718961240881878,0.1004053433456415,0.03821968847479418,0.028937492279552057,0.06471958749037121,-0.15439690907756876,0.07998601059425248,0.028625261313496964,-0.04487966145978045,0.003723748846824415,0.3770742077145569
hltv_2389654_103977_fut_vs_astralis_m1_mirage,1770059428.0,0,1,0.0,0.5,-0.07845274717719103,-0.2504877804217215,0.052187586445702094,-0.004609985807718042,0.02242488297657541,0.029647301348216193,-0.11226886721492119,-0.34235087876858805,0.06328435820880635,0.11062724376733091,0.04094589235487489,0.032136216669689355,
hltv_2389654_103977_fut_vs_astralis_m1_mirage,1770059428.0,1,0,0.0,0.5,-0.07845274717719103,-0.2504877804217215,0.052187586445702094,-0.004609985807718042,0.02242488297657541,0.029647301348216193,-0.11226886721492119,-0.34235087876858805,0.06328435820880635,0.11062724376733091,0.04094589235487489,0.032136216669689355,
hltv_2389653_103979_furia_vs_natus_vincere_m2_inferno,1770063573.0,1,0,-0.27777777777777773,0.6388888888888888,0.002074994845144229,-0.002699289634617741,0.08754443996306194,0.05800347325646249,0.0521403893775208,0.03766960910548289,0.010285490402188624,-0.06570048378814958,-0.04065774810895467,-0.5551655724334865,-0.008668011210097692,-0.16013030620413243,0.4804423565163537
