match_id,key,map_name,arm_trigger,team_bought,side_bought,entry_src,entry_t,entry_p,p_cal,composite,strong_side,pred_side,pistol_won,p_mapwin_bought,t_pistol_market,clock_delta_min,exit_t_v1,exit_p_v1,pnl_v1_raw,exit_p_v1_plateau,arm_v3,exit_mode_v3,exit_t_v3,exit_p_v3,pnl_v3_raw,rebound_r2_won,lag_scan,pnl_v1_cost03,pnl_v1_fee,pnl_v3_cost03,pnl_v3_fee
hltv-2393233-107147,hltv_2393233_107147_g2_vs_3dmax_m1_inferno,de_inferno,relaxed,G2,b,prematch,2026-04-15 13:00:11+00:00,0.625,0.3509446546129492,0.8467997925829479,a,b,True,0.21083880766122398,2026-04-15 13:03:35.380000+00:00,2,2026-04-15 13:03:47+00:00,0.695,0.06999999999999995,0.715,v3_win_pop,pistol_end,2026-04-15 13:03:47+00:00,0.695,0.06999999999999995,,"{-2: 0.0050000000000000044, -1: 0.06499999999999995, 0: 0.06999999999999995, 1: 0.08999999999999997, 2: 0.09999999999999998}",0.03999999999999995,0.04768249999999995,0.03999999999999995,0.04768249999999995
hltv-2393232-107149,hltv_2393232_107149_red_canids_vs_spirit_m1_mirage,de_mirage,strict,Spirit,a,prematch,2026-04-15 12:59:00+00:00,0.82,0.629355756822912,1.2476817849319537,a,a,True,0.6941142709813465,2026-04-15 13:02:02.660000+00:00,1,2026-04-15 13:02:49+00:00,0.85,0.030000000000000027,0.87,v3_win_pop,pistol_end,2026-04-15 13:02:49+00:00,0.85,0.030000000000000027,,"{-2: -0.0050000000000000044, -1: -0.019999999999999907, 0: 0.030000000000000027, 1: 0.07500000000000007, 2: 0.050000000000000044}",2.7755575615628914e-17,0.016245000000000023,2.7755575615628914e-17,0.016245000000000023
hltv-2393232-107149,hltv_2393232_107149_red_canids_vs_spirit_m1_mirage,de_mirage,relaxed,Spirit,a,prematch,2026-04-15 12:59:00+00:00,0.82,0.629355756822912,1.2476817849319537,a,a,True,0.6941142709813465,2026-04-15 13:02:02.660000+00:00,1,2026-04-15 13:02:49+00:00,0.85,0.030000000000000027,0.87,v3_win_pop,pistol_end,2026-04-15 13:02:49+00:00,0.85,0.030000000000000027,,"{-2: -0.0050000000000000044, -1: -0.019999999999999907, 0: 0.030000000000000027, 1: 0.07500000000000007, 2: 0.050000000000000044}",2.7755575615628914e-17,0.016245000000000023,2.7755575615628914e-17,0.016245000000000023
hltv-2393235-107152,hltv_2393235_107152_natus_vincere_vs_hotu_m1_dust2,de_dust2,relaxed,HOTU,b,prematch,2026-04-15 15:26:44+00:00,0.295,0.2868441543834266,0.40246840816631657,a,b,False,0.3336410631381187,2026-04-15 15:30:21.030000+00:00,-1,2026-04-15 15:31:03+00:00,0.26,-0.034999999999999976,0.26,v3_quick,pistol_end,2026-04-15 15:31:03+00:00,0.26,-0.034999999999999976,,"{-2: 0.0, -1: 0.0, 0: -0.034999999999999976, 1: -0.010000000000000009, 2: -0.11499999999999999}",-0.06499999999999997,-0.05501874999999998,-0.06499999999999997,-0.05501874999999998
hltv-2393238-107159,hltv_2393238_107159_furia_vs_mouz_m1_mirage,de_mirage,strict,MOUZ,b,prematch,2026-04-15 21:32:47+00:00,0.68,0.3103596961470803,-0.5600416194380575,b,b,False,0.30374569915650484,2026-04-15 21:35:49.500000+00:00,9,2026-04-15 21:36:45+00:00,0.615,-0.06500000000000006,0.6,v3_quick,pistol_end,2026-04-15 21:36:45+00:00,0.615,-0.06500000000000006,,"{-2: 0.009999999999999898, -1: 0.009999999999999898, 0: -0.06500000000000006, 1: -0.09500000000000008, 2: -0.15500000000000003}",-0.09500000000000006,-0.08771875000000005,-0.09500000000000006,-0.08771875000000005
hltv-2393238-107159,hltv_2393238_107159_furia_vs_mouz_m1_mirage,de_mirage,relaxed,MOUZ,b,prematch,2026-04-15 21:32:47+00:00,0.68,0.3103596961470803,-0.5600416194380575,b,b,False,0.30374569915650484,2026-04-15 21:35:49.500000+00:00,9,2026-04-15 21:36:45+00:00,0.615,-0.06500000000000006,0.6,v3_quick,pistol_end,2026-04-15 21:36:45+00:00,0.615,-0.06500000000000006,,"{-2: 0.009999999999999898, -1: 0.009999999999999898, 0: -0.06500000000000006, 1: -0.09500000000000008, 2: -0.15500000000000003}",-0.09500000000000006,-0.08771875000000005,-0.09500000000000006,-0.08771875000000005
hltv-2393334-107607,hltv_2393334_107607_vitality_vs_g2_m1_mirage,de_mirage,relaxed,G2,b,prematch,2026-04-30 17:38:03+00:00,0.085,0.2710331906536479,0.8238922915912279,a,b,False,0.47938039035429236,2026-04-30 17:41:56.730000+00:00,41,2026-04-30 17:42:04+00:00,0.2055,0.12049999999999998,0.24,v3_quick,pistol_end,2026-04-30 17:42:04+00:00,0.2055,0.12049999999999998,,"{-2: 0.01999999999999999, -1: 0.03499999999999999, 0: 0.12049999999999998, 1: 0.15499999999999997, 2: 0.1805}",0.09049999999999998,0.10844776249999999,0.09049999999999998,0.10844776249999999
hltv-2393335-107611,hltv_2393335_107611_faze_vs_furia_m1_dust2,de_dust2,relaxed,FaZe,b,prematch,2026-04-30 20:29:04+00:00,0.465,0.4209562905317087,0.7891864157629982,a,b,True,0.34383933904674435,2026-04-30 20:32:50.700000+00:00,7,2026-04-30 20:33:04+00:00,0.505,0.03999999999999998,0.59,v3_win_pop,pistol_end,2026-04-30 20:33:04+00:00,0.505,0.03999999999999998,,"{-2: 0.019999999999999962, -1: 0.014999999999999958, 0: 0.03999999999999998, 1: 0.12499999999999994, 2: 0.22000000000000003}",0.009999999999999981,0.015062499999999979,0.009999999999999981,0.015062499999999979
hltv-2393336-107614,hltv_2393336_107614_natus_vincere_vs_gamerlegion_m1_mirage,de_mirage,strict,GamerLegion,a,prematch,2026-04-30 23:23:18+00:00,0.155,0.5599389418936955,0.39786716508103326,a,a,False,0.3513767330235678,2026-04-30 23:26:30.080000+00:00,15,2026-04-30 23:27:04+00:00,0.335,0.18000000000000002,0.41,v3_quick,pistol_end,2026-04-30 23:27:04+00:00,0.335,0.18000000000000002,,"{-2: 0.12500000000000003, -1: 0.13999999999999999, 0: 0.18000000000000002, 1: 0.255, 2: 0.28500000000000003}",0.15000000000000002,0.16231250000000003,0.15000000000000002,0.16231250000000003
hltv-2393336-107614,hltv_2393336_107614_natus_vincere_vs_gamerlegion_m1_mirage,de_mirage,relaxed,GamerLegion,a,prematch,2026-04-30 23:23:18+00:00,0.155,0.5599389418936955,0.39786716508103326,a,a,False,0.3513767330235678,2026-04-30 23:26:30.080000+00:00,15,2026-04-30 23:27:04+00:00,0.335,0.18000000000000002,0.41,v3_quick,pistol_end,2026-04-30 23:27:04+00:00,0.335,0.18000000000000002,,"{-2: 0.12500000000000003, -1: 0.13999999999999999, 0: 0.18000000000000002, 1: 0.255, 2: 0.28500000000000003}",0.15000000000000002,0.16231250000000003,0.15000000000000002,0.16231250000000003
