match_id,key,map_name,arm_trigger,team_bought,side_bought,entry_src,entry_t,entry_p,p_cal,composite,strong_side,pred_side,pistol_won,p_mapwin_bought,t_pistol_market,clock_delta_min,exit_t_v1,exit_p_v1,pnl_v1_raw,exit_p_v1_plateau,arm_v3,exit_mode_v3,exit_t_v3,exit_p_v3,pnl_v3_raw,rebound_r2_won,lag_scan,pnl_v1_cost03,pnl_v1_fee,pnl_v3_cost03,pnl_v3_fee
hltv-2393233-107147,hltv_2393233_107147_g2_vs_3dmax_m1_inferno,de_inferno,relaxed,G2,b,prematch,2026-04-15 13:00:11+00:00,0.625,0.3516924420123046,0.8467997925829479,a,b,True,0.21083880766122398,2026-04-15 13:03:35.380000+00:00,2,2026-04-15 13:03:47+00:00,0.695,0.06999999999999995,0.715,v3_win_pop,pistol_end,2026-04-15 13:03:47+00:00,0.695,0.06999999999999995,,"{-2: 0.0050000000000000044, -1: 0.06499999999999995, 0: 0.06999999999999995, 1: 0.08999999999999997, 2: 0.09999999999999998}",0.03999999999999995,0.04768249999999995,0.03999999999999995,0.04768249999999995
hltv-2393235-107152,hltv_2393235_107152_natus_vincere_vs_hotu_m1_dust2,de_dust2,relaxed,HOTU,b,prematch,2026-04-15 15:26:44+00:00,0.295,0.2739113212613945,0.40246840816631657,a,b,False,0.3336410631381187,2026-04-15 15:30:21.030000+00:00,-1,2026-04-15 15:31:03+00:00,0.26,-0.034999999999999976,0.26,v3_quick,pistol_end,2026-04-15 15:31:03+00:00,0.26,-0.034999999999999976,,"{-2: 0.0, -1: 0.0, 0: -0.034999999999999976, 1: -0.010000000000000009, 2: -0.11499999999999999}",-0.06499999999999997,-0.05501874999999998,-0.06499999999999997,-0.05501874999999998
hltv-2393236-107158,hltv_2393236_107158_vitality_vs_falcons_m1_mirage,de_mirage,relaxed,Team Falcons,b,prematch,2026-04-15 17:58:02+00:00,0.435,0.3840287811615487,1.0603562179611543,a,b,True,0.640940349612692,2026-04-15 18:01:48.110000+00:00,0,2026-04-15 18:01:58+00:00,0.495,0.06,0.53,v3_win_pop,pistol_end,2026-04-15 18:01:58+00:00,0.495,0.06,,"{-2: 0.0, -1: 0.034999999999999976, 0: 0.06, 1: 0.09500000000000003, 2: 0.19}",0.03,0.035212499999999994,0.03,0.035212499999999994
hltv-2393238-107159,hltv_2393238_107159_furia_vs_mouz_m1_mirage,de_mirage,strict,MOUZ,b,prematch,2026-04-15 21:32:47+00:00,0.68,0.3072694928747369,-0.5600416194380575,b,b,False,0.30374569915650484,2026-04-15 21:35:49.500000+00:00,9,2026-04-15 21:36:45+00:00,0.615,-0.06500000000000006,0.6,v3_quick,pistol_end,2026-04-15 21:36:45+00:00,0.615,-0.06500000000000006,,"{-2: 0.009999999999999898, -1: 0.009999999999999898, 0: -0.06500000000000006, 1: -0.09500000000000008, 2: -0.15500000000000003}",-0.09500000000000006,-0.08771875000000005,-0.09500000000000006,-0.08771875000000005
hltv-2393238-107159,hltv_2393238_107159_furia_vs_mouz_m1_mirage,de_mirage,relaxed,MOUZ,b,prematch,2026-04-15 21:32:47+00:00,0.68,0.3072694928747369,-0.5600416194380575,b,b,False,0.30374569915650484,2026-04-15 21:35:49.500000+00:00,9,2026-04-15 21:36:45+00:00,0.615,-0.06500000000000006,0.6,v3_quick,pistol_end,2026-04-15 21:36:45+00:00,0.615,-0.06500000000000006,,"{-2: 0.009999999999999898, -1: 0.009999999999999898, 0: -0.06500000000000006, 1: -0.09500000000000008, 2: -0.15500000000000003}",-0.09500000000000006,-0.08771875000000005,-0.09500000000000006,-0.08771875000000005
hltv-2393334-107607,hltv_2393334_107607_vitality_vs_g2_m1_mirage,de_mirage,relaxed,G2,b,prematch,2026-04-30 17:38:03+00:00,0.085,0.2478392692368404,0.8238922915912279,a,b,False,0.47938039035429236,2026-04-30 17:41:56.730000+00:00,41,2026-04-30 17:42:04+00:00,0.2055,0.12049999999999998,0.24,v3_quick,pistol_end,2026-04-30 17:42:04+00:00,0.2055,0.12049999999999998,,"{-2: 0.01999999999999999, -1: 0.03499999999999999, 0: 0.12049999999999998, 1: 0.15499999999999997, 2: 0.1805}",0.09049999999999998,0.10844776249999999,0.09049999999999998,0.10844776249999999
hltv-2393335-107611,hltv_2393335_107611_faze_vs_furia_m1_dust2,de_dust2,relaxed,FaZe,b,prematch,2026-04-30 20:29:04+00:00,0.465,0.4334530317267869,0.7891864157629982,a,b,True,0.34383933904674435,2026-04-30 20:32:50.700000+00:00,7,2026-04-30 20:33:04+00:00,0.505,0.03999999999999998,0.59,v3_win_pop,pistol_end,2026-04-30 20:33:04+00:00,0.505,0.03999999999999998,,"{-2: 0.019999999999999962, -1: 0.014999999999999958, 0: 0.03999999999999998, 1: 0.12499999999999994, 2: 0.22000000000000003}",0.009999999999999981,0.015062499999999979,0.009999999999999981,0.015062499999999979
hltv-2393336-107614,hltv_2393336_107614_natus_vincere_vs_gamerlegion_m1_mirage,de_mirage,strict,GamerLegion,a,prematch,2026-04-30 23:23:18+00:00,0.155,0.6101581510717893,0.39786716508103326,a,a,False,0.3513767330235678,2026-04-30 23:26:30.080000+00:00,15,2026-04-30 23:27:04+00:00,0.335,0.18000000000000002,0.41,v3_quick,pistol_end,2026-04-30 23:27:04+00:00,0.335,0.18000000000000002,,"{-2: 0.12500000000000003, -1: 0.13999999999999999, 0: 0.18000000000000002, 1: 0.255, 2: 0.28500000000000003}",0.15000000000000002,0.16231250000000003,0.15000000000000002,0.16231250000000003
hltv-2393336-107614,hltv_2393336_107614_natus_vincere_vs_gamerlegion_m1_mirage,de_mirage,relaxed,GamerLegion,a,prematch,2026-04-30 23:23:18+00:00,0.155,0.6101581510717893,0.39786716508103326,a,a,False,0.3513767330235678,2026-04-30 23:26:30.080000+00:00,15,2026-04-30 23:27:04+00:00,0.335,0.18000000000000002,0.41,v3_quick,pistol_end,2026-04-30 23:27:04+00:00,0.335,0.18000000000000002,,"{-2: 0.12500000000000003, -1: 0.13999999999999999, 0: 0.18000000000000002, 1: 0.255, 2: 0.28500000000000003}",0.15000000000000002,0.16231250000000003,0.15000000000000002,0.16231250000000003
hltv-2393346-107656,hltv_2393346_107656_g2_vs_faze_m1_dust2,de_dust2,strict,G2,a,prematch,2026-05-01 19:34:20+00:00,0.585,0.5716583985592116,0.9918090784230527,a,a,False,0.33341303680857404,2026-05-01 20:05:00.420000+00:00,34,2026-05-01 20:07:18+00:00,0.215,-0.37,0.21,v3_quick,pistol_end,2026-05-01 20:07:18+00:00,0.215,-0.37,,"{-2: -0.37, -1: -0.37, 0: -0.37, 1: -0.37, 2: -0.37}",-0.4,-0.3905775,-0.4,-0.3905775
hltv-2393346-107656,hltv_2393346_107656_g2_vs_faze_m1_dust2,de_dust2,relaxed,G2,a,prematch,2026-05-01 19:34:20+00:00,0.585,0.5716583985592116,0.9918090784230527,a,a,False,0.33341303680857404,2026-05-01 20:05:00.420000+00:00,34,2026-05-01 20:07:18+00:00,0.215,-0.37,0.21,v3_quick,pistol_end,2026-05-01 20:07:18+00:00,0.215,-0.37,,"{-2: -0.37, -1: -0.37, 0: -0.37, 1: -0.37, 2: -0.37}",-0.4,-0.3905775,-0.4,-0.3905775
hltv-2394127-107860,hltv_2394127_107860_aurora_vs_the_huns_m1_nuke,de_nuke,strict,Aurora Gaming,a,prematch,2026-05-10 08:18:19+00:00,0.775,0.5614309815350317,0.58389013203954,a,a,True,0.6904662075612077,2026-05-10 08:21:22.060000+00:00,1,2026-05-10 08:22:04+00:00,0.775,0.0,0.86,v3_win_pop,pistol_end,2026-05-10 08:22:04+00:00,0.775,0.0,,"{-2: -0.030000000000000027, -1: 0.0050000000000000044, 0: 0.0, 1: 0.08499999999999996, 2: 0.08999999999999997}",-0.03,-0.0174375,-0.03,-0.0174375
hltv-2394127-107860,hltv_2394127_107860_aurora_vs_the_huns_m1_nuke,de_nuke,relaxed,Aurora Gaming,a,prematch,2026-05-10 08:18:19+00:00,0.775,0.5614309815350317,0.58389013203954,a,a,True,0.6904662075612077,2026-05-10 08:21:22.060000+00:00,1,2026-05-10 08:22:04+00:00,0.775,0.0,0.86,v3_win_pop,pistol_end,2026-05-10 08:22:04+00:00,0.775,0.0,,"{-2: -0.030000000000000027, -1: 0.0050000000000000044, 0: 0.0, 1: 0.08499999999999996, 2: 0.08999999999999997}",-0.03,-0.0174375,-0.03,-0.0174375
hltv-2394126-107862,hltv_2394126_107862_the_mongolz_vs_spirit_m1_dust2,de_dust2,strict,Spirit,a,prematch,2026-05-10 08:38:09+00:00,0.685,0.6350407426786804,0.3025649761731775,a,a,True,0.5798434729273849,2026-05-10 08:41:44.220000+00:00,2,2026-05-10 08:42:06+00:00,0.815,0.1299999999999999,0.815,v3_win_pop,pistol_end,2026-05-10 08:42:06+00:00,0.815,0.1299999999999999,,"{-2: 0.10999999999999999, -1: 0.08999999999999997, 0: 0.1299999999999999, 1: 0.1299999999999999, 2: 0.1499999999999999}",0.0999999999999999,0.1116724999999999,0.0999999999999999,0.1116724999999999
hltv-2394126-107862,hltv_2394126_107862_the_mongolz_vs_spirit_m1_dust2,de_dust2,relaxed,Spirit,a,prematch,2026-05-10 08:38:09+00:00,0.685,0.6350407426786804,0.3025649761731775,a,a,True,0.5798434729273849,2026-05-10 08:41:44.220000+00:00,2,2026-05-10 08:42:06+00:00,0.815,0.1299999999999999,0.815,v3_win_pop,pistol_end,2026-05-10 08:42:06+00:00,0.815,0.1299999999999999,,"{-2: 0.10999999999999999, -1: 0.08999999999999997, 0: 0.1299999999999999, 1: 0.1299999999999999, 2: 0.1499999999999999}",0.0999999999999999,0.1116724999999999,0.0999999999999999,0.1116724999999999
hltv-2394130-107875,hltv_2394130_107875_falcons_vs_9z_m1_nuke,de_nuke,relaxed,Team Falcons,a,prematch,2026-05-10 13:15:07+00:00,0.83,0.584259153710075,-0.31810398562656583,b,a,True,0.47011408199998966,2026-05-10 13:18:25.800000+00:00,7,2026-05-10 13:19:05+00:00,0.78,-0.04999999999999993,0.82,v3_win_pop,pistol_end,2026-05-10 13:19:05+00:00,0.78,-0.04999999999999993,,"{-2: -0.07499999999999996, -1: -0.08499999999999996, 0: -0.04999999999999993, 1: -0.010000000000000009, 2: 0.0050000000000000044}",-0.07999999999999993,-0.06563499999999994,-0.07999999999999993,-0.06563499999999994
hltv-2394132-107892,hltv_2394132_107892_parivision_vs_aurora_m1_anubis,de_anubis,relaxed,Aurora Gaming,a,prematch,2026-05-11 04:53:05+00:00,0.535,0.5983930109791397,-0.09548555093786519,b,a,True,0.668823967086104,2026-05-11 04:57:04.300000+00:00,-4,2026-05-11 04:57:05+00:00,0.535,0.0,0.535,v3_win_pop,pistol_end,2026-05-11 04:57:05+00:00,0.535,0.0,,"{-2: 0.0, -1: 0.0, 0: 0.0, 1: 0.0, 2: 0.020000000000000018}",-0.03,-0.0248775,-0.03,-0.0248775
hltv-2394134-107896,hltv_2394134_107896_falcons_vs_monte_m1_dust2,de_dust2,strict,Team Falcons,a,prematch,2026-05-11 07:28:06+00:00,0.725,0.6485804906298018,0.15794680456691107,a,a,True,0.349190392144694,2026-05-11 07:32:01.950000+00:00,6,2026-05-11 07:32:05+00:00,0.815,0.08999999999999997,0.83,v3_win_pop,pistol_end,2026-05-11 07:32:05+00:00,0.815,0.08999999999999997,,"{-2: 0.04500000000000004, -1: 0.08999999999999997, 0: 0.08999999999999997, 1: 0.10499999999999998, 2: 0.14}",0.05999999999999997,0.07249249999999996,0.05999999999999997,0.07249249999999996
hltv-2394134-107896,hltv_2394134_107896_falcons_vs_monte_m1_dust2,de_dust2,relaxed,Team Falcons,a,prematch,2026-05-11 07:28:06+00:00,0.725,0.6485804906298018,0.15794680456691107,a,a,True,0.349190392144694,2026-05-11 07:32:01.950000+00:00,6,2026-05-11 07:32:05+00:00,0.815,0.08999999999999997,0.83,v3_win_pop,pistol_end,2026-05-11 07:32:05+00:00,0.815,0.08999999999999997,,"{-2: 0.04500000000000004, -1: 0.08999999999999997, 0: 0.08999999999999997, 1: 0.10499999999999998, 2: 0.14}",0.05999999999999997,0.07249249999999996,0.05999999999999997,0.07249249999999996
hltv-2394115-107924,hltv_2394115_107924_liquid_vs_astralis_m1_dust2,de_dust2,strict,Astralis,a,prematch,2026-05-11 23:03:05+00:00,0.565,0.5634285992904707,0.29084925515939597,a,a,True,0.6822227950617008,2026-05-11 23:06:42.160000+00:00,6,2026-05-11 23:07:05+00:00,0.645,0.08000000000000007,0.685,v3_win_pop,pistol_end,2026-05-11 23:07:05+00:00,0.645,0.08000000000000007,,"{-2: 0.0, -1: 0.09000000000000008, 0: 0.08000000000000007, 1: 0.1200000000000001, 2: 0.16000000000000003}",0.05000000000000007,0.05626250000000007,0.05000000000000007,0.05626250000000007
hltv-2394115-107924,hltv_2394115_107924_liquid_vs_astralis_m1_dust2,de_dust2,relaxed,Astralis,a,prematch,2026-05-11 23:03:05+00:00,0.565,0.5634285992904707,0.29084925515939597,a,a,True,0.6822227950617008,2026-05-11 23:06:42.160000+00:00,6,2026-05-11 23:07:05+00:00,0.645,0.08000000000000007,0.685,v3_win_pop,pistol_end,2026-05-11 23:07:05+00:00,0.645,0.08000000000000007,,"{-2: 0.0, -1: 0.09000000000000008, 0: 0.08000000000000007, 1: 0.1200000000000001, 2: 0.16000000000000003}",0.05000000000000007,0.05626250000000007,0.05000000000000007,0.05626250000000007
