mid,entry_p,fav_won,lag0,lag1,lag2,lag3,lag4,lag5
hltv-2389978-104525,0.5,False,0.06999999999999995,0.14,0.16500000000000004,0.030000000000000027,0.020000000000000018,0.03500000000000003
hltv-2389979-104530,0.535,True,0.07499999999999996,-0.09000000000000002,0.039999999999999925,0.07499999999999996,0.06999999999999995,0.12
hltv-2389980-104594,0.615,True,0.030000000000000027,0.07999999999999996,0.07999999999999996,0.09999999999999998,-0.025000000000000022,-0.040000000000000036
hltv-2389984-104660,0.52,False,-0.04500000000000004,-0.030000000000000027,-0.14500000000000002,-0.14500000000000002,0.025000000000000022,0.020000000000000018
hltv-2390811-105805,0.73,True,0.040000000000000036,0.10499999999999998,0.08000000000000007,0.08000000000000007,0.135,0.135
hltv-2391140-105700,0.575,True,0.1050000000000001,0.1100000000000001,0.08500000000000008,0.040000000000000036,0.040000000000000036,0.08000000000000007
hltv-2391758-105904,0.53,False,-0.10500000000000004,-0.14,-0.15500000000000003,-0.16000000000000003,-0.14500000000000002,-0.15500000000000003
hltv-2391761-105949,0.685,False,-0.07000000000000006,-0.09500000000000008,-0.10000000000000009,-0.18000000000000005,-0.16500000000000004,-0.16500000000000004
hltv-2391771-106232,0.63,False,0.015000000000000013,-0.050000000000000044,-0.05500000000000005,-0.04500000000000004,-0.15500000000000003,-0.16000000000000003
hltv-2391773-106290,0.725,True,0.07500000000000007,0.06500000000000006,0.08000000000000007,0.11499999999999999,0.09499999999999997,0.16000000000000003
hltv-2391774-106313,0.5,True,0.07499999999999996,0.07499999999999996,0.10499999999999998,0.10999999999999999,0.13,0.125
hltv-2393084-107112,0.725,True,0.07000000000000006,0.04500000000000004,-0.015000000000000013,-0.039999999999999925,-0.010000000000000009,-0.08999999999999997
hltv-2393086-107114,0.7,True,-0.019999999999999907,0.020000000000000018,0.07500000000000007,0.125,0.135,0.14500000000000002
hltv-2393088-107115,0.615,False,-0.14999999999999997,-0.16499999999999998,-0.18,-0.18,-0.235,-0.24
hltv-2393225-107127,0.605,False,-0.09499999999999997,-0.09999999999999998,-0.13999999999999996,-0.15999999999999998,-0.18,-0.26999999999999996
hltv-2393228-107138,0.565,True,0.05500000000000005,0.06500000000000006,-0.019999999999999907,-0.019999999999999907,0.08500000000000008,0.17000000000000004
hltv-2393229-107137,0.635,True,0.040000000000000036,-0.050000000000000044,-0.10499999999999998,-0.12,-0.16500000000000004,-0.20500000000000002
hltv-2393230-107140,0.53,True,0.039999999999999925,0.07499999999999996,-0.09500000000000003,-0.125,-0.17000000000000004,-0.17500000000000004
hltv-2393232-107149,0.82,True,0.030000000000000027,0.07500000000000007,0.050000000000000044,0.050000000000000044,-0.0050000000000000044,-0.009999999999999898
hltv-2393233-107147,0.625,True,0.06999999999999995,0.08999999999999997,0.09999999999999998,0.010000000000000009,0.0050000000000000044,0.0
hltv-2393234-107153,0.74,True,-0.125,-0.17999999999999994,-0.19999999999999996,-0.19499999999999995,-0.19499999999999995,-0.20999999999999996
hltv-2393235-107152,0.705,True,0.03500000000000003,0.010000000000000009,0.11499999999999999,0.10999999999999999,0.10000000000000009,0.07500000000000007
hltv-2393236-107158,0.565,False,-0.05999999999999994,-0.11999999999999994,-0.18999999999999995,-0.18999999999999995,-0.18999999999999995,-0.04499999999999993
hltv-2393238-107159,0.68,False,-0.06500000000000006,-0.09500000000000008,-0.15500000000000003,-0.15500000000000003,-0.17500000000000004,-0.18000000000000005
hltv-2393240-107175,0.775,True,0.08999999999999997,0.07999999999999996,0.015000000000000013,0.0,-0.020000000000000018,0.05999999999999994
hltv-2393319-107557,0.82,True,0.07000000000000006,0.07500000000000007,-0.03499999999999992,0.050000000000000044,0.09000000000000008,0.06500000000000006
hltv-2393320-107565,0.595,True,0.11499999999999999,0.12,0.17000000000000004,0.17000000000000004,0.22999999999999998,0.24
hltv-2393333-107598,0.51,False,-0.13,-0.16500000000000004,-0.21500000000000002,-0.21500000000000002,-0.20500000000000002,-0.125
hltv-2393334-107607,0.9145,True,-0.12,-0.17399999999999993,-0.17999999999999994,-0.3245,-0.46449999999999997,-0.491
hltv-2393335-107611,0.535,False,-0.040000000000000036,-0.12500000000000006,-0.22000000000000003,-0.24500000000000005,-0.26,-0.26
hltv-2393336-107614,0.845,True,-0.17999999999999994,-0.255,-0.2849999999999999,-0.30499999999999994,-0.22999999999999998,-0.19499999999999995
hltv-2393346-107656,0.585,False,-0.37,-0.37,-0.37,-0.40499999999999997,-0.41999999999999993,-0.42999999999999994
hltv-2393347-107661,0.64,False,-0.04500000000000004,-0.06500000000000006,-0.125,0.015000000000000013,0.03500000000000003,0.03500000000000003
hltv-2393348-107692,0.645,False,-0.030000000000000027,-0.030000000000000027,-0.030000000000000027,-0.020000000000000018,-0.020000000000000018,-0.08000000000000007
hltv-2393349-107699,0.815,True,0.05500000000000005,0.06000000000000005,0.08000000000000007,0.10000000000000009,0.1100000000000001,0.1150000000000001
hltv-2393350-107729,0.705,False,-0.04999999999999993,-0.08999999999999997,0.0,-0.10999999999999999,-0.12,-0.22999999999999998
hltv-2394110-107912,0.625,True,-0.025000000000000022,-0.030000000000000027,-0.13,-0.15000000000000002,-0.14,-0.15999999999999998
hltv-2394111-107920,0.725,False,-0.09999999999999998,-0.09999999999999998,-0.15500000000000003,-0.16000000000000003,-0.16000000000000003,-0.09999999999999998
hltv-2394112-107922,0.795,True,0.06999999999999995,0.06999999999999995,0.09499999999999997,0.039999999999999925,0.019999999999999907,-0.08000000000000007
hltv-2394115-107924,0.565,True,0.08000000000000007,0.1200000000000001,0.16000000000000003,0.16000000000000003,0.17000000000000004,0.2300000000000001
hltv-2394116-107828,0.625,True,-0.03500000000000003,0.025000000000000022,0.07499999999999996,0.08999999999999997,0.09499999999999997,0.03500000000000003
hltv-2394118-107831,0.66,True,0.09999999999999998,0.12,0.13,0.125,0.06499999999999995,0.03499999999999992
hltv-2394123-107837,0.615,False,-0.16499999999999998,-0.16499999999999998,-0.18,-0.21499999999999997,-0.245,-0.195
hltv-2394124-107855,0.615,True,0.07999999999999996,-0.06999999999999995,-0.13,-0.14500000000000002,-0.12,-0.08499999999999996
hltv-2394125-107854,0.585,False,-0.07999999999999996,-0.039999999999999925,0.06500000000000006,-0.02499999999999991,0.14,0.16000000000000003
hltv-2394126-107862,0.685,True,0.1299999999999999,0.1299999999999999,0.1499999999999999,0.15499999999999992,0.08499999999999996,0.125
hltv-2394127-107860,0.775,True,0.0,0.08499999999999996,0.08999999999999997,0.10999999999999999,0.14,0.14
hltv-2394128-107867,0.625,False,0.010000000000000009,-0.07499999999999996,-0.10499999999999998,-0.10499999999999998,-0.135,-0.015000000000000013
hltv-2394130-107875,0.83,True,-0.04999999999999993,-0.010000000000000009,0.0050000000000000044,0.03500000000000003,0.06000000000000005,0.06500000000000006
hltv-2394133-107891,0.52,True,-0.07500000000000001,-0.06,-0.07500000000000001,-0.11000000000000004,-0.11499999999999999,-0.14500000000000002
hltv-2394134-107896,0.725,True,0.08999999999999997,0.10499999999999998,0.14,0.14,0.04500000000000004,0.0
hltv-2394136-107903,0.555,True,0.05999999999999994,0.05999999999999994,0.09999999999999998,0.05999999999999994,0.06499999999999995,0.06499999999999995
hltv-2394139-107907,0.535,False,0.04499999999999993,-0.025000000000000022,-0.06000000000000005,-0.13,-0.14,-0.18000000000000005
hltv-2394140-107930,0.53,False,-0.025000000000000022,-0.09000000000000002,-0.020000000000000018,-0.08500000000000002,-0.15500000000000003,-0.14500000000000002
hltv-2394141-107929,0.735,False,-0.135,-0.135,-0.27999999999999997,-0.33999999999999997,-0.375,-0.375
hltv-2394142-107935,0.625,False,-0.020000000000000018,-0.030000000000000027,0.010000000000000009,-0.020000000000000018,-0.13,-0.13
hltv-2394143-107936,0.735,True,0.09499999999999997,0.09499999999999997,0.09499999999999997,0.11499999999999999,0.11499999999999999,0.11499999999999999
hltv-2394144-107942,0.91,True,-0.07500000000000007,-0.16000000000000003,-0.16000000000000003,-0.17500000000000004,-0.20500000000000007,-0.21500000000000008
hltv-2394145-107943,0.595,True,0.135,0.14,0.15000000000000002,0.17500000000000004,0.21999999999999997,0.21999999999999997
hltv-2394147-107971,0.695,True,0.15000000000000002,0.18000000000000005,0.20500000000000007,0.2300000000000001,0.2300000000000001,0.22000000000000008
hltv-2394148-107977,0.505,False,0.050000000000000044,0.050000000000000044,0.05500000000000005,-0.08500000000000002,-0.09000000000000002,-0.09999999999999998
hltv-2394149-108024,0.515,True,0.14,0.21999999999999997,0.21999999999999997,0.21999999999999997,0.22999999999999998,0.265
hltv-2394151-108031,0.665,False,-0.10000000000000009,-0.18000000000000005,-0.18000000000000005,-0.09000000000000008,-0.07000000000000006,-0.050000000000000044
hltv-2394154-108061,0.755,False,-0.13,-0.015000000000000013,-0.015000000000000013,0.040000000000000036,0.07499999999999996,0.08499999999999996
hltv-2394157-107957,0.67,True,-0.050000000000000044,-0.04500000000000004,-0.17500000000000004,-0.16500000000000004,-0.17000000000000004,-0.11499999999999999
hltv-2394159-107950,0.545,False,-0.13000000000000006,-0.09000000000000002,-0.09000000000000002,0.07999999999999996,0.07999999999999996,0.09999999999999998
hltv-2394160-107951,0.6,True,0.025000000000000022,0.03500000000000003,0.13,0.16500000000000004,0.10499999999999998,0.17000000000000004
hltv-2394161-107961,0.655,True,0.06499999999999995,0.12,0.12,0.10499999999999998,0.08999999999999997,0.06999999999999995
hltv-2394162-107963,0.535,False,-0.09500000000000003,-0.12000000000000005,-0.11500000000000005,-0.015000000000000013,0.029999999999999916,0.08499999999999996
hltv-2394164-107966,0.515,False,-0.09000000000000002,-0.08000000000000002,-0.10500000000000004,-0.10000000000000003,0.0050000000000000044,0.010000000000000009
hltv-2394165-107988,0.665,False,-0.06000000000000005,-0.07000000000000006,-0.04500000000000004,0.029999999999999916,0.02499999999999991,0.029999999999999916
hltv-2394167-107993,0.595,False,-0.025000000000000022,-0.06999999999999995,-0.15999999999999998,-0.13999999999999996,-0.039999999999999925,-0.010000000000000009
hltv-2394171-108002,0.595,True,0.09499999999999997,0.11499999999999999,0.125,0.19000000000000006,0.22999999999999998,0.22999999999999998
hltv-2394172-108000,0.53,True,0.030000000000000027,0.10999999999999999,0.10499999999999998,0.09999999999999998,0.15999999999999992,0.16499999999999992
hltv-2394853-108687,0.515,True,0.12,0.15000000000000002,0.09999999999999998,0.12,0.17999999999999994,0.22999999999999998
hltv-2394854-108693,0.7,True,0.07500000000000007,0.03500000000000003,0.0050000000000000044,-0.010000000000000009,0.08500000000000008,0.11499999999999999
hltv-2394855-108690,0.8,False,-0.09500000000000008,-0.16000000000000003,-0.135,-0.16500000000000004,-0.06500000000000006,-0.08000000000000007
hltv-2394856-108703,0.905,False,-0.07000000000000006,-0.13,-0.10999999999999999,-0.020000000000000018,-0.010000000000000009,-0.08000000000000007
hltv-2394857-108705,0.605,True,0.13,0.11499999999999999,0.04500000000000004,0.020000000000000018,-0.030000000000000027,-0.06499999999999995
hltv-2394858-108709,0.65,True,0.03500000000000003,0.09499999999999997,0.09499999999999997,0.14,0.14500000000000002,0.11499999999999999
hltv-2394860-108715,0.585,False,0.09500000000000008,0.10999999999999999,0.12,0.11499999999999999,0.14500000000000002,0.18500000000000005
hltv-2394861-108714,0.565,True,-0.019999999999999907,-0.029999999999999916,-0.019999999999999907,0.050000000000000044,0.06000000000000005,0.07000000000000006
hltv-2394862-108723,0.545,False,-0.09500000000000003,-0.13000000000000006,-0.14500000000000002,-0.10000000000000003,-0.040000000000000036,-0.040000000000000036
hltv-2394863-108727,0.565,False,-0.17499999999999993,-0.17999999999999994,-0.17999999999999994,-0.25999999999999995,-0.29999999999999993,-0.29999999999999993
hltv-2394886-108783,0.585,True,-0.010000000000000009,0.09500000000000008,0.125,0.14,0.14500000000000002,0.050000000000000044
hltv-2394887-108793,0.53,True,-0.0050000000000000044,-0.030000000000000027,0.0050000000000000044,0.07499999999999996,0.10499999999999998,0.10999999999999999
hltv-2394888-108788,0.825,False,-0.010000000000000009,-0.039999999999999925,-0.04499999999999993,0.0,0.040000000000000036,0.030000000000000027
hltv-2394889-108803,0.535,False,-0.07,-0.06500000000000006,0.06999999999999995,0.06999999999999995,0.039999999999999925,0.039999999999999925
hltv-2394890-108804,0.585,False,-0.09499999999999997,-0.10999999999999999,-0.13999999999999996,-0.12499999999999994,-0.05499999999999994,-0.029999999999999916
hltv-2394891-108807,0.665,True,0.039999999999999925,0.05499999999999994,0.07499999999999996,0.09499999999999997,-0.04500000000000004,-0.06500000000000006
hltv-2394892-108806,0.915,True,0.04999999999999993,-0.020000000000000018,0.029999999999999916,0.02499999999999991,-0.020000000000000018,-0.020000000000000018
hltv-2394893-108809,0.75,True,0.08999999999999997,0.10999999999999999,0.14500000000000002,0.15500000000000003,0.15500000000000003,0.17500000000000004
hltv-2394894-108812,0.685,True,0.04499999999999993,0.06999999999999995,0.1299999999999999,0.1349999999999999,0.1399999999999999,0.09499999999999997
hltv-2394895-108825,0.555,True,0.009999999999999898,0.0,0.09499999999999997,0.08499999999999996,0.12,0.21999999999999997
hltv-2394896-108829,0.705,False,0.030000000000000027,-0.05499999999999994,-0.05499999999999994,-0.13,-0.16999999999999993,-0.16999999999999993
hltv-2394897-108830,0.645,True,-0.10999999999999999,-0.11499999999999999,-0.19,-0.19,-0.21000000000000002,-0.23500000000000004
hltv-2394898-108857,0.72,True,0.05500000000000005,0.08500000000000008,-0.06499999999999995,-0.10499999999999998,-0.14500000000000002,-0.17499999999999993
hltv-2394899-108862,0.555,True,0.09999999999999998,0.0050000000000000044,-0.10000000000000003,-0.14500000000000007,-0.16000000000000003,0.039999999999999925
hltv-2394900-108864,0.645,True,0.025000000000000022,0.020000000000000018,0.05499999999999994,0.07999999999999996,0.13,0.13
hltv-2394901-108860,0.805,False,-0.14,-0.14500000000000002,0.019999999999999907,0.029999999999999916,0.029999999999999916,-0.07500000000000007
hltv-2394902-108861,0.555,True,0.08999999999999997,0.07999999999999996,-0.030000000000000027,-0.03500000000000003,-0.04500000000000004,0.11499999999999999
hltv-2394903-108851,0.505,True,0.030000000000000027,0.0050000000000000044,0.010000000000000009,0.025000000000000022,0.10999999999999999,0.18000000000000005
hltv-2394905-108855,0.59,True,-0.09999999999999998,-0.09499999999999997,0.0050000000000000044,0.04500000000000004,0.15000000000000002,0.15500000000000003
hltv-2394972-108871,0.65,True,-0.015000000000000013,0.07499999999999996,0.07499999999999996,0.125,0.15000000000000002,0.17499999999999993
hltv-2394974-108877,0.515,False,-0.05499999999999999,-0.10999999999999999,-0.06,0.07499999999999996,0.020000000000000018,0.05999999999999994
hltv-2394975-108882,0.74,False,-0.07499999999999996,-0.07499999999999996,-0.0050000000000000044,-0.0050000000000000044,-0.08499999999999996,-0.10499999999999998
hltv-2394976-108879,0.645,True,0.05999999999999994,0.06999999999999995,0.07999999999999996,-0.05500000000000005,0.04999999999999993,0.07999999999999996
hltv-2394977-108891,0.815,False,-0.03499999999999992,-0.06499999999999995,-0.09999999999999998,-0.10999999999999999,-0.1499999999999999,-0.1299999999999999
hltv-2394978-108889,0.975,True,-0.04999999999999993,-0.06499999999999995,-0.05999999999999994,-0.04999999999999993,-0.030000000000000027,-0.020000000000000018
hltv-2394979-108913,0.595,False,0.07000000000000006,-0.04999999999999993,-0.07499999999999996,-0.11499999999999999,0.04500000000000004,-0.020000000000000018
hltv-2394980-108910,0.815,True,0.010000000000000009,0.015000000000000013,-0.06999999999999995,-0.09499999999999997,-0.09999999999999998,-0.10999999999999999
hltv-2394982-108924,0.6,False,0.07000000000000006,0.125,0.15000000000000002,0.16000000000000003,0.16000000000000003,0.17000000000000004
hltv-2394983-108931,0.665,True,0.02499999999999991,-0.015000000000000013,0.05999999999999994,0.12,0.14,0.1499999999999999
hltv-2394985-108937,0.855,True,-0.08499999999999996,-0.10499999999999998,-0.10499999999999998,-0.08499999999999996,-0.15000000000000002,-0.18999999999999995
hltv-2394987-108961,0.505,True,0.06999999999999995,0.06999999999999995,0.14,0.13,0.06499999999999995,0.020000000000000018
hltv-2394988-108960,0.595,False,-0.09999999999999998,-0.11499999999999999,-0.030000000000000027,-0.12,-0.125,-0.18
hltv-2394989-108968,0.835,True,-0.04999999999999993,-0.09499999999999997,-0.06999999999999995,0.06000000000000005,0.06000000000000005,0.05500000000000005
hltv-2394990-108964,0.555,False,-0.03500000000000003,-0.07000000000000006,-0.05500000000000005,-0.07000000000000006,-0.09000000000000002,-0.030000000000000027
hltv-2394991-108975,0.505,True,0.08999999999999997,0.07999999999999996,0.125,0.14,0.15500000000000003,0.16000000000000003
hltv-2394992-108969,0.525,False,-0.07,-0.07500000000000001,-0.08000000000000002,-0.09000000000000002,-0.17000000000000004,-0.185
hltv-2394993-108984,0.585,True,0.12,0.09000000000000008,0.12,0.16000000000000003,0.15000000000000002,0.07000000000000006
hltv-2394994-108988,0.585,False,-0.07999999999999996,-0.07499999999999996,0.10000000000000009,0.10000000000000009,-0.029999999999999916,-0.06999999999999995
hltv-2394995-108991,0.555,True,-0.040000000000000036,-0.010000000000000009,0.06499999999999995,0.07999999999999996,0.1499999999999999,0.1499999999999999
hltv-2394998-109032,0.655,True,0.06999999999999995,-0.03500000000000003,-0.08500000000000008,-0.08000000000000007,-0.08000000000000007,-0.19
hltv-2396017-109861,0.685,False,-0.07500000000000007,-0.125,-0.14,-0.16000000000000003,-0.18000000000000005,-0.20000000000000007
hltv-2396018-109851,0.715,False,-0.029999999999999916,-0.03499999999999992,-0.04999999999999993,-0.13,0.010000000000000009,0.020000000000000018
hltv-2396019-109924,0.59,True,-0.020000000000000018,-0.0050000000000000044,0.0050000000000000044,0.015000000000000013,0.125,0.10999999999999999
hltv-2396020-109915,0.865,False,0.040000000000000036,-0.015000000000000013,-0.015000000000000013,-0.015000000000000013,-0.050000000000000044,-0.050000000000000044
hltv-2396021-109950,0.65,False,-0.03500000000000003,-0.14500000000000002,-0.185,-0.20500000000000002,-0.15500000000000003,-0.15500000000000003
hltv-2396576-110245,0.535,True,-0.18000000000000005,-0.18500000000000005,-0.2,-0.14,-0.12500000000000006,-0.12000000000000005
hltv-2396578-110242,0.675,False,-0.08000000000000007,-0.08500000000000008,0.039999999999999925,0.06499999999999995,0.05999999999999994,0.11499999999999999
hltv-2396581-110279,0.525,False,0.039999999999999925,0.030000000000000027,-0.10000000000000003,-0.09000000000000002,-0.07,-0.15000000000000002
hltv-2396583-110274,0.775,True,0.04999999999999993,0.06999999999999995,-0.040000000000000036,-0.09499999999999997,-0.125,-0.15000000000000002
hltv-2396584-110273,0.555,False,-0.09500000000000003,-0.04500000000000004,-0.10500000000000004,-0.14500000000000007,-0.16500000000000004,-0.18000000000000005
hltv-2396587-110300,0.635,False,-0.10999999999999999,-0.020000000000000018,-0.020000000000000018,0.0,0.020000000000000018,0.015000000000000013
hltv-2396591-110320,0.735,False,-0.09999999999999998,-0.17999999999999994,-0.18499999999999994,-0.17999999999999994,-0.21999999999999997,-0.20999999999999996
hltv-2396595-110336,0.65,True,0.07999999999999996,0.10999999999999999,0.10999999999999999,0.06999999999999995,0.16999999999999993,0.17999999999999994
hltv-2396596-110327,0.805,True,-0.010000000000000009,0.014999999999999902,0.019999999999999907,0.07499999999999996,0.08999999999999997,0.10999999999999999
hltv-2396597-110342,0.545,False,-0.030000000000000027,-0.025000000000000022,0.02499999999999991,0.015000000000000013,0.10499999999999998,0.12
hltv-2396601-110410,0.575,False,-0.04499999999999993,-0.07999999999999996,-0.08999999999999997,-0.12999999999999995,-0.15999999999999998,-0.18999999999999995
hltv-2396603-110424,0.535,False,-0.09000000000000002,-0.10000000000000003,-0.195,-0.2,-0.2,-0.17000000000000004
hltv-2396605-110428,0.825,True,0.050000000000000044,-0.010000000000000009,-0.05999999999999994,-0.08999999999999997,-0.12,-0.125
hltv-2396606-110429,0.69,True,0.15000000000000002,0.17000000000000004,0.17000000000000004,0.18000000000000005,0.19500000000000006,0.15000000000000002
hltv-2396608-110449,0.74,True,0.10999999999999999,0.10499999999999998,0.11499999999999999,0.09499999999999997,0.06500000000000006,0.05500000000000005
hltv-2396610-110462,0.525,True,0.0,-0.06,-0.09000000000000002,-0.09000000000000002,-0.09000000000000002,-0.015000000000000013
